"","data$Date","Track","Surface","Jockey","Country","TrainerName","RaceType","Race.Number","Distance","Prize.money","Starting.position","Jockey.weight","Horse.age","Race.time","Path","Final.place","FGrating","Odds","HorseId","JockeyId","TrainerID"
"939","14.10.2017","Sha Tin","Dirt","M F Poon","New Zealand","D Hall","Handicap",4,1200,880000,10,51,4,70.06,0,2,111,27,21914,8658,6519
"940","01.11.2017","Sha Tin","Dirt","M F Poon","New Zealand","D Hall","Handicap",4,1200,880000,9,53,4,70.7,1,11,100,4,21914,8658,6519
"941","03.12.2017","Sha Tin","Dirt","M F Poon","New Zealand","D Hall","Handicap",2,1200,880000,12,53,4,70.15,2,10,93,NA,21914,8658,6519
"942","10.02.2018","Sha Tin","Dirt","M F Poon","New Zealand","D Hall","Handicap",4,1200,880000,3,52,5,69.42,0,5,104,NA,21914,8658,6519
"943","28.02.2018","Sha Tin","Dirt","K C Leung","New Zealand","D Hall","Handicap",3,1200,880000,4,53,5,70.15,1,8,99,10,21914,8656,6519
"944","22.10.2017","Sha Tin","Gress","Z Purton","Frankrike","P F Yiu","Handicap",3,1400,660000,6,60,4,83.01,0,9,106,NA,21915,8650,6700
"945","06.12.2017","Happy Valley","Gress","C Schofield","Frankrike","P F Yiu","Handicap",1,1650,1310000,11,59,4,101.18,0,4,106,10,21915,8655,6700
"946","10.09.2017","Sha Tin","Gress","W M Lai","Great Britain","A Lee","Handicap",3,1600,880000,7,53,6,96,0,8,106,49,21916,8674,6695
"947","16.09.2017","Sha Tin","Dirt","M L Yeung","Great Britain","A Lee","Handicap",5,1650,880000,4,52,6,99.97,3,4,108,19,21916,8661,6695
"948","08.10.2017","Sha Tin","Dirt","M L Yeung","Great Britain","A Lee","Handicap",7,1650,880000,14,51,6,100.79,5,5,112,42,21916,8661,6695
"949","01.11.2017","Sha Tin","Dirt","M L Yeung","Great Britain","A Lee","Handicap",5,1650,880000,3,50,6,100.04,4,3,108,NA,21916,8661,6695
"950","19.11.2017","Sha Tin","Dirt","M L Yeung","Great Britain","A Lee","Handicap",1,1650,660000,2,59,6,99.62,1,2,109,NA,21916,8661,6695
"951","03.12.2017","Sha Tin","Dirt","C Schofield","Great Britain","A Lee","Handicap",8,1650,880000,3,52,6,101.88,7,14,82,10,21916,8655,6695
"952","07.01.2018","Sha Tin","Dirt","Z Purton","Great Britain","A Lee","Handicap",2,1800,660000,10,60,7,109.75,0,6,100,NA,21916,8650,6695
"953","28.02.2018","Sha Tin","Dirt","M L Yeung","Great Britain","A Lee","Handicap",4,1800,880000,11,50,7,108.47,4,4,108,45,21916,8661,6695
"954","02.09.2018","Sha Tin","Gress","M L Yeung","Great Britain","C Fownes","Handicap",2,1600,690000,7,54,7,96.48,3,10,95,NA,21916,8661,6529
"955","04.11.2018","Sha Tin","Gress","K Teetan","Great Britain","C Fownes","Handicap",3,1600,690000,3,58,7,95.9,0,2,109,NA,21916,8652,6529
"956","05.12.2018","Happy Valley","Gress","K Teetan","Great Britain","C Fownes","Handicap",1,1650,690000,9,58,7,105.12,5,12,74,7,21916,8652,6529
"957","19.12.2018","Sha Tin","Dirt","C Y Ho","Great Britain","C Fownes","Handicap",1,1650,690000,3,58,7,100.47,2,3,108,NA,21916,8659,6529
"958","01.01.2019","Sha Tin","Gress","C Y Ho","Great Britain","C Fownes","Handicap",2,1600,690000,3,57,8,96.44,2,8,102,11,21916,8659,6529
"959","24.02.2019","Sha Tin","Gress","Martin Harley","Great Britain","C Fownes","Handicap",1,1400,690000,5,56,8,83.36,1,3,106,23,21916,8486,6529
"960","24.03.2019","Sha Tin","Gress","Martin Harley","Great Britain","C Fownes","Handicap",1,1400,690000,14,56,8,84.35,4,13,103,11,21916,8486,6529
"961","31.03.2019","Sha Tin","Gress","K H Chan","Great Britain","C Fownes","Handicap",2,1600,690000,14,52,8,95.29,0,2,108,NA,21916,8875,6529
"962","14.04.2019","Sha Tin","Gress","K H Chan","Great Britain","C Fownes","Handicap",5,1800,690000,3,52,8,109.43,0,1,105,NA,21916,8875,6529
"963","11.05.2019","Sha Tin","Gress","K H Chan","Great Britain","C Fownes","Handicap",1,1800,690000,11,55,8,109.52,0,13,94,NA,21916,8875,6529
"964","02.06.2019","Sha Tin","Gress","C Y Ho","Great Britain","C Fownes","Handicap",1,2000,690000,3,60,8,122.12,2,2,108,16,21916,8659,6529
"965","25.03.2018","Sha Tin","Dirt","A Sanna","Great Britain","P F Yiu","Handicap",6,1200,880000,1,59,5,72.01,1,12,88,70,21917,8672,6700
"966","18.04.2018","Happy Valley","Gress","U Rispoli","Great Britain","P F Yiu","Handicap",5,1000,880000,4,60,5,58.79,1,12,101,82,21917,8662,6700
"967","09.09.2018","Sha Tin","Gress","M Chadwick","Great Britain","P F Yiu","Handicap",5,1200,920000,1,52,5,69.98,0,6,104,26,21917,8663,6700
"968","07.10.2018","Sha Tin","Gress","M Chadwick","Great Britain","P F Yiu","Handicap",5,1400,920000,9,52,5,82.53,3,4,110,13,21917,8663,6700
"969","04.11.2018","Sha Tin","Gress","M Chadwick","Great Britain","P F Yiu","Handicap",5,1400,920000,14,53,5,83.7,2,12,103,25,21917,8663,6700
"970","29.12.2018","Sha Tin","Gress","C Y Ho","Great Britain","P F Yiu","Handicap",2,1200,690000,9,58,5,70.85,1,6,103,10,21917,8659,6700
"971","06.01.2019","Sha Tin","Gress","C Y Ho","Great Britain","P F Yiu","Handicap",2,1400,690000,6,58,6,83.47,0,7,103,NA,21917,8659,6700
"972","07.02.2019","Sha Tin","Gress","Joao Moreira","Great Britain","P F Yiu","Handicap",3,1400,690000,9,59,6,83.64,1,7,106,NA,21917,8443,6700
"973","24.02.2019","Sha Tin","Gress","N Callan","Great Britain","P F Yiu","Handicap",1,1400,690000,11,57,6,86.31,3,14,76,27,21917,8651,6700
"974","06.09.2017","Happy Valley","Gress","Brett Prebble","New Zealand","A Lee","Handicap",3,1650,660000,9,55,8,101.88,4,4,107,22,21918,8453,6695
"975","20.09.2017","Happy Valley","Gress","Brett Prebble","New Zealand","A Lee","Handicap",3,1800,660000,6,55,8,110.71,2,3,108,14,21918,8453,6695
"976","08.10.2017","Sha Tin","Gress","C Schofield","New Zealand","A Lee","Handicap",2,2000,660000,11,56,8,125.11,4,12,99,19,21918,8655,6695
"977","18.10.2017","Happy Valley","Gress","M L Yeung","New Zealand","A Lee","Handicap",4,1800,660000,9,54,8,111.55,4,10,98,33,21918,8661,6695
"978","08.11.2017","Happy Valley","Gress","Brett Prebble","New Zealand","A Lee","Handicap",1,1800,660000,9,54,8,110.87,3,6,105,20,21918,8453,6695
"979","03.12.2017","Sha Tin","Dirt","A Badel","New Zealand","A Lee","Handicap",4,1800,660000,5,54,8,110.21,5,9,98,28,21918,8665,6695
"980","28.01.2018","Sha Tin","Gress","K Teetan","New Zealand","A Lee","Handicap",1,1400,660000,13,52,9,83.85,0,6,93,31,21918,8652,6695
"981","08.04.2018","Sha Tin","Dirt","M L Yeung","New Zealand","A Lee","Handicap",2,1800,660000,12,51,9,113.94,8,11,78,65,21918,8661,6695
"982","18.03.2018","Sha Tin","Gress","H N Wong","Irland","A Lee","Handicap",10,1400,1310000,8,53,6,84.29,0,12,105,87,21919,8660,6695
"983","08.04.2018","Sha Tin","Gress","M L Yeung","Irland","A Lee","Handicap",6,1800,1310000,2,54,6,109.5,0,12,105,63,21919,8661,6695
"984","29.04.2018","Sha Tin","Gress","M L Yeung","Irland","A Lee","Handicap",3,1600,1310000,10,54,6,97.31,3,14,106,99,21919,8661,6695
"985","16.05.2018","Happy Valley","Gress","H N Wong","Irland","A Lee","Handicap",7,1800,1310000,5,51,6,112.13,2,12,108,74,21919,8660,6695
"986","27.09.2017","Happy Valley","Gress","Z Purton","New Zealand","C Fownes","Handicap",8,1200,1310000,1,55,4,69.7,0,1,123,NA,21920,8650,6529
"987","18.10.2017","Happy Valley","Gress","Z Purton","New Zealand","C Fownes","Handicap",6,1200,1310000,11,57,4,71.33,2,12,108,NA,21920,8650,6529
"988","21.03.2018","Happy Valley","Gress","Z Purton","New Zealand","C Fownes","Handicap",5,1200,1310000,5,57,5,70.91,0,10,112,NA,21920,8650,6529
"989","18.04.2018","Happy Valley","Gress","A Sanna","New Zealand","C Fownes","Handicap",6,1200,1310000,1,57,5,70.42,0,7,118,18,21920,8672,6529
"990","02.05.2018","Sha Tin","Dirt","N Callan","New Zealand","C Fownes","Handicap",8,1200,1310000,7,57,5,70.57,3,10,99,32,21920,8651,6529
"991","09.09.2018","Sha Tin","Gress","C Y Ho","New Zealand","C Fownes","Handicap",10,1200,1380000,10,55,5,70.65,3,10,110,74,21920,8659,6529
"992","22.09.2018","Sha Tin","Dirt","K Teetan","New Zealand","C Fownes","Handicap",6,1200,1380000,8,54,5,70.01,2,10,105,99,21920,8652,6529
"993","03.09.2017","Sha Tin","Gress","Z Purton","Italia","D Hall","Handicap",2,1600,660000,3,59,7,97.68,2,11,100,NA,21921,8650,6519
"994","16.09.2017","Sha Tin","Dirt","Z Purton","Italia","D Hall","Handicap",3,1650,660000,5,60,7,100.28,1,5,102,NA,21921,8650,6519
"995","29.10.2017","Happy Valley","Gress","K C Ng","Australia","WY So","Handicap",4,1200,880000,7,56,4,70.85,4,5,119,77,21922,8669,6683
"996","26.11.2017","Sha Tin","Gress","N Rawiller","Australia","WY So","Handicap",2,1200,880000,8,57,4,69.06,1,1,124,7,21922,8654,6683
"997","23.12.2017","Sha Tin","Gress","N Rawiller","Australia","WY So","Handicap",5,1400,880000,7,60,4,83.15,0,3,122,NA,21922,8654,6683
"998","04.02.2018","Sha Tin","Gress","K Teetan","Australia","WY So","Handicap",9,1200,1310000,9,54,5,71.59,3,9,102,NA,21922,8652,6683
"999","26.09.2018","Happy Valley","Gress","H N Wong","Australia","WY So","Handicap",7,1200,1380000,9,50,5,70.47,1,6,109,12,21922,8660,6683
"1000","07.11.2018","Happy Valley","Gress","H N Wong","Australia","WY So","Handicap",7,1200,1380000,2,50,5,71.32,0,10,102,24,21922,8660,6683
"1001","12.12.2018","Happy Valley","Gress","Douglas Whyte","Australia","WY So","Handicap",4,1200,920000,6,60,5,70.49,4,2,126,34,21922,8446,6683
"1002","02.02.2019","Sha Tin","Gress","M Chadwick","Australia","WY So","Handicap",7,1200,1380000,4,52,6,69.72,0,2,117,37,21922,8663,6683
"1003","02.03.2019","Sha Tin","Gress","M F Poon","Australia","WY So","Handicap",8,1400,1380000,10,52,6,82.57,2,4,119,NA,21922,8658,6683
"1004","31.03.2019","Sha Tin","Gress","C Y Ho","Australia","WY So","Handicap",8,1400,1380000,2,52,6,82.01,1,3,119,NA,21922,8659,6683
"1005","28.04.2019","Sha Tin","Gress","C Y Ho","Australia","WY So","Handicap",9,1400,1380000,2,53,6,83.21,2,13,107,25,21922,8659,6683
"1006","15.05.2019","Happy Valley","Gress","K Teetan","Australia","WY So","Handicap",7,1200,1380000,10,52,6,70.69,3,7,118,30,21922,8652,6683
"1007","08.06.2019","Sha Tin","Gress","Z Purton","Australia","WY So","Handicap",5,1200,920000,2,60,6,70.34,1,7,108,NA,21922,8650,6683
"1008","01.12.2019","Sha Tin","Gress","A Sanna","Australia","D Whyte","Handicap",3,1200,967000,5,59,6,70.26,1,4,117,NA,21922,8672,6996
"1009","01.01.2020","Sha Tin","Gress","Joao Moreira","Australia","D Whyte","Handicap",5,1400,967000,5,58,7,82.38,0,3,118,NA,21922,8443,6996
"1010","27.01.2020","Sha Tin","Gress","K Teetan","Australia","D Whyte","Handicap",6,1400,967000,7,58,7,83.07,3,7,118,NA,21922,8652,6996
"1011","26.02.2020","Happy Valley","Gress","Tony Piccone","Australia","D Whyte","Handicap",2,1200,967000,7,58,7,70.39,4,9,116,10,21922,8829,6996
"1012","29.03.2020","Sha Tin","Gress","M Chadwick","Australia","D Whyte","Handicap",4,1400,967000,8,58,7,83.44,3,9,114,12,21922,8663,6996
"1013","17.05.2020","Sha Tin","Gress","C L Chau","Australia","D Whyte","Handicap",4,1400,967000,14,52,7,83.2,3,11,97,15,21922,9113,6996
"1014","08.10.2017","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",10,1400,1860000,12,55,4,82.31,3,6,131,20,21923,8443,6650
"1015","22.10.2017","Sha Tin","Gress","Brett Prebble","Irland","J Size","Handicap",10,1400,1860000,14,54,4,82.37,3,10,128,50,21923,8453,6650
"1016","29.10.2017","Happy Valley","Gress","Olivier Doleuze","Irland","J Size","Handicap",9,1650,1860000,1,56,4,100.57,0,4,123,NA,21923,8449,6650
"1017","05.11.2017","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",10,1400,1860000,3,56,4,81.49,0,4,129,18,21923,8443,6650
"1018","15.11.2017","Happy Valley","Gress","Joao Moreira","Irland","J Size","Handicap",8,1650,1860000,2,55,4,99.74,1,2,129,NA,21923,8443,6650
"1019","17.12.2017","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",10,1400,1860000,8,55,4,82.69,0,8,123,10,21923,8443,6650
"1020","07.01.2018","Sha Tin","Gress","S Clipperton","Irland","J Size","Handicap",10,1600,1860000,10,55,5,96.16,2,8,126,20,21923,8653,6650
"1021","13.01.2018","Sha Tin","Dirt","Brett Prebble","Irland","J Size","Handicap",7,1650,1860000,4,55,5,98.22,4,7,127,24,21923,8453,6650
"1022","24.01.2018","Sha Tin","Dirt","Joao Moreira","Irland","J Size","Handicap",7,1200,1310000,3,59,5,68.71,1,6,127,NA,21923,8443,6650
"1023","07.02.2018","Happy Valley","Gress","Olivier Doleuze","Irland","J Size","Handicap",8,1650,1310000,7,60,5,100.99,4,5,129,NA,21923,8449,6650
"1024","14.02.2018","Happy Valley","Gress","Olivier Doleuze","Irland","J Size","Handicap",8,1650,1310000,1,60,5,100.04,0,4,129,NA,21923,8449,6650
"1025","28.02.2018","Sha Tin","Dirt","Olivier Doleuze","Irland","J Size","Handicap",6,1650,1310000,3,60,5,98.87,3,7,124,NA,21923,8449,6650
"1026","21.03.2018","Happy Valley","Gress","Olivier Doleuze","Irland","J Size","Handicap",7,1650,1310000,6,59,5,100.5,3,7,123,NA,21923,8449,6650
"1027","08.04.2018","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",10,1400,1310000,8,58,5,82.48,1,3,127,NA,21923,8443,6650
"1028","21.04.2018","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",8,1400,1310000,2,58,5,81.8,1,1,130,NA,21923,8443,6650
"1029","12.05.2018","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",10,1400,1310000,14,60,5,82.82,3,8,126,NA,21923,8443,6650
"1030","01.10.2018","Sha Tin","Gress","H N Wong","Irland","K H Ting","Handicap",5,1400,1380000,12,58,5,83.91,1,14,101,35,21923,8660,6819
"1031","10.11.2018","Sha Tin","Gress","H N Wong","Irland","K H Ting","Handicap",10,1600,1380000,14,58,5,96.57,4,14,119,18,21923,8660,6819
"1032","28.11.2018","Happy Valley","Gress","H T Mo","Irland","K H Ting","Handicap",8,1200,1380000,3,57,5,70.51,2,5,125,55,21923,8657,6819
"1033","12.12.2018","Happy Valley","Gress","H N Wong","Irland","K H Ting","Handicap",6,1200,1380000,6,58,5,70.82,2,7,118,15,21923,8660,6819
"1034","01.01.2019","Sha Tin","Gress","H N Wong","Irland","K H Ting","Handicap",6,1200,1380000,10,57,6,70.76,4,9,114,80,21923,8660,6819
"1035","23.01.2019","Happy Valley","Gress","N Callan","Irland","K H Ting","Handicap",6,1200,1380000,9,56,6,70.16,1,4,118,47,21923,8651,6819
"1036","27.02.2019","Happy Valley","Gress","K C Leung","Irland","K H Ting","Handicap",7,1650,1380000,8,56,6,99.59,2,5,125,10,21923,8656,6819
"1037","20.03.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",8,1650,1380000,7,54,6,99.83,1,5,118,11,21923,8662,6819
"1038","10.04.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",8,1650,1380000,1,54,6,100,0,1,121,NA,21923,8662,6819
"1039","01.05.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",6,1650,1380000,3,56,6,99.67,0,3,121,11,21923,8662,6819
"1040","22.05.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",3,1650,1380000,6,56,6,99.74,0,4,116,13,21923,8662,6819
"1041","26.06.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",6,1650,1380000,7,58,6,100.52,3,12,116,16,21923,8662,6819
"1042","10.07.2019","Happy Valley","Gress","U Rispoli","Irland","K H Ting","Handicap",8,1800,1380000,10,56,6,110.02,5,9,120,82,21923,8662,6819
"1043","06.10.2019","Sha Tin","Gress","A Sanna","Irland","CW Chang","Handicap",8,1400,1450000,8,57,6,82.45,4,6,125,99,21923,8672,6696
"1044","23.10.2019","Happy Valley","Gress","C Schofield","Irland","CW Chang","Handicap",7,1650,1450000,11,56,6,100.16,3,7,120,34,21923,8655,6696
"1045","20.11.2019","Happy Valley","Gress","Blake Shinn","Irland","CW Chang","Handicap",8,1650,1450000,3,56,6,99.47,1,4,119,22,21923,8778,6696
"1046","21.12.2019","Sha Tin","Gress","K C Leung","Irland","CW Chang","Handicap",10,1400,1450000,12,54,6,84.04,3,14,107,54,21923,8656,6696
"1047","15.01.2020","Happy Valley","Gress","G van Niekerk","Irland","CW Chang","Handicap",5,1650,1450000,9,54,7,99.35,1,2,119,14,21923,8831,6696
"1048","12.02.2020","Happy Valley","Gress","G van Niekerk","Irland","CW Chang","Handicap",6,1650,1450000,12,54,7,99.56,0,7,118,15,21923,8831,6696
"1049","04.03.2020","Happy Valley","Gress","G van Niekerk","Irland","CW Chang","Handicap",7,1650,1450000,4,54,7,101.13,4,9,118,11,21923,8831,6696
"1050","25.03.2020","Happy Valley","Gress","C Wong","Irland","CW Chang","Handicap",8,1200,1450000,10,52,7,70.82,4,12,108,140,21923,8774,6696
"1051","05.04.2020","Sha Tin","Gress","K C Leung","Irland","CW Chang","Handicap",10,1400,1450000,12,53,7,83.53,5,7,117,128,21923,8656,6696
"1052","15.04.2020","Happy Valley","Gress","M L Yeung","Irland","CW Chang","Handicap",6,1200,1450000,11,52,7,69.85,1,9,113,137,21923,8661,6696
"1053","06.05.2020","Happy Valley","Gress","C Schofield","Irland","CW Chang","Handicap",2,1650,967000,2,60,7,99.97,0,3,116,10,21923,8655,6696
"1054","17.05.2020","Sha Tin","Gress","C Wong","Irland","CW Chang","Handicap",5,1400,967000,7,58,7,82.2,1,8,113,46,21923,8774,6696
"1055","03.06.2020","Happy Valley","Gress","Z Purton","Irland","CW Chang","Handicap",5,1650,967000,5,59,7,100.92,3,7,115,NA,21923,8650,6696
"1056","16.09.2017","Sha Tin","Gress","U Rispoli","Irland","KL Man","Handicap",9,1000,1310000,14,60,3,57.66,0,11,119,35,21925,8662,6693
"1057","11.10.2017","Happy Valley","Gress","U Rispoli","Irland","KL Man","Handicap",8,1200,1310000,6,59,3,70.5,2,3,128,22,21925,8662,6693
"1058","01.11.2017","Sha Tin","Dirt","U Rispoli","Irland","KL Man","Handicap",6,1200,1310000,5,56,3,69.64,0,2,124,15,21925,8662,6693
"1059","26.11.2017","Sha Tin","Dirt","U Rispoli","Irland","KL Man","Handicap",3,1200,1310000,4,59,3,68.91,1,1,130,NA,21925,8662,6693
"1060","23.12.2017","Sha Tin","Gress","U Rispoli","Irland","KL Man","Handicap",6,1000,1860000,11,54,3,57.01,0,5,129,18,21925,8662,6693
"1061","24.01.2018","Sha Tin","Dirt","U Rispoli","Irland","KL Man","Handicap",7,1200,1310000,10,59,4,68.31,2,3,133,NA,21925,8662,6693
"1062","28.02.2018","Sha Tin","Dirt","U Rispoli","Irland","KL Man","Handicap",7,1200,1860000,4,53,4,69.33,3,12,117,6,21925,8662,6693
"1063","13.10.2018","Sha Tin","Dirt","M Chadwick","Irland","KL Man","Handicap",9,1200,1950000,8,54,4,68.62,0,3,124,80,21925,8663,6693
"1064","31.10.2018","Sha Tin","Dirt","N Callan","Irland","KL Man","Handicap",8,1200,1380000,3,59,4,70.05,1,12,116,NA,21925,8651,6693
"1065","02.12.2018","Sha Tin","Dirt","M F Poon","Irland","KL Man","Handicap",9,1200,1950000,1,53,4,67.74,1,1,132,11,21925,8658,6693
"1066","19.12.2018","Sha Tin","Dirt","M F Poon","Irland","KL Man","Handicap",7,1200,1950000,3,53,4,68.57,1,5,122,NA,21925,8658,6693
"1067","12.01.2019","Sha Tin","Dirt","M F Poon","Irland","KL Man","Handicap",9,1650,1950000,7,54,5,100.4,2,14,101,65,21925,8658,6693
"1068","30.01.2019","Happy Valley","Gress","K C Leung","Irland","KL Man","Handicap",8,1200,1950000,4,59,5,70.48,1,8,129,78,21925,8656,6693
"1069","24.02.2019","Sha Tin","Gress","U Rispoli","Irland","KL Man","Handicap",7,1000,1950000,9,58,5,56.95,0,4,131,26,21925,8662,6693
"1070","27.03.2019","Happy Valley","Gress","U Rispoli","Irland","KL Man","Handicap",7,1000,1950000,11,57,5,57.44,3,10,128,75,21925,8662,6693
"1071","22.04.2019","Sha Tin","Dirt","U Rispoli","Irland","KL Man","Handicap",7,1200,1950000,12,54,5,69.46,0,9,108,19,21925,8662,6693
"1072","26.05.2019","Sha Tin","Gress","M Chadwick","Irland","KL Man","Handicap",6,1200,3250000,2,51,5,69.24,0,5,125,129,21925,8663,6693
"1073","12.06.2019","Sha Tin","Dirt","N Callan","Irland","KL Man","Handicap",7,1200,1950000,1,56,5,69.47,1,6,121,NA,21925,8651,6693
"1074","01.07.2019","Sha Tin","Gress","M Chadwick","Irland","KL Man","Handicap",7,1200,1950000,14,58,5,68.99,2,10,127,232,21925,8663,6693
"1075","08.09.2019","Sha Tin","Dirt","M Chadwick","Irland","KL Man","Handicap",8,1200,2100000,3,56,5,68.13,0,1,130,13,21925,8663,6693
"1076","12.10.2019","Sha Tin","Gress","K C Leung","Irland","KL Man","Handicap",9,1000,2100000,1,57,5,55.08,0,2,135,128,21925,8656,6693
"1077","17.11.2019","Sha Tin","Gress","M Chadwick","Irland","KL Man","Handicap",9,1200,2100000,4,60,5,68.78,1,4,136,12,21925,8663,6693
"1078","01.12.2019","Sha Tin","Dirt","M Chadwick","Irland","KL Man","Handicap",8,1200,2100000,3,58,5,67.89,1,1,137,NA,21925,8663,6693
"1079","29.12.2019","Sha Tin","Gress","M Chadwick","Irland","KL Man","Handicap",7,1000,3250000,4,56,5,56.01,0,2,137,NA,21925,8663,6693
"1080","19.02.2020","Sha Tin","Dirt","M Chadwick","Irland","KL Man","Handicap",8,1200,2100000,6,60,6,67.79,1,1,142,NA,21925,8663,6693
"1081","26.04.2020","Sha Tin","Gress","M Chadwick","Irland","KL Man","Non-handicap",5,1200,18000000,9,57,6,68.52,3,2,140,29,21925,8663,6693
"1082","14.10.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",5,1400,880000,11,58,3,83.21,3,9,113,10,21926,8609,6535
"1083","05.11.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",1,1200,880000,9,55,3,70.84,3,11,98,16,21926,8609,6535
"1084","03.12.2017","Sha Tin","Dirt","Tommy Berry","Australia","J Moore","Handicap",2,1200,880000,4,55,3,70.7,7,11,99,23,21926,8609,6535
"1085","23.12.2017","Sha Tin","Gress","Douglas Whyte","Australia","J Moore","Handicap",2,1200,880000,13,54,3,70.48,2,9,103,30,21926,8446,6535
"1086","01.01.2018","Sha Tin","Gress","K Teetan","Australia","J Moore","Handicap",6,1200,880000,12,53,4,70.66,1,6,103,24,21926,8652,6535
"1087","10.01.2018","Happy Valley","Gress","M Chadwick","Australia","J Moore","Handicap",3,1200,880000,5,52,4,71.18,0,2,108,11,21926,8663,6535
"1088","17.01.2018","Happy Valley","Gress","H T Mo","Australia","J Moore","Handicap",3,1200,880000,2,49,4,71.19,0,2,102,NA,21926,8657,6535
"1089","14.02.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",4,1200,880000,8,52,4,70.39,2,2,114,NA,21926,8443,6535
"1090","25.02.2018","Sha Tin","Gress","Joao Moreira","Australia","J Moore","Handicap",4,1200,880000,3,53,4,70,0,2,114,NA,21926,8443,6535
"1091","11.03.2018","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",4,1400,880000,5,55,4,82.93,0,6,102,NA,21926,8609,6535
"1092","18.03.2018","Sha Tin","Gress","U Rispoli","Australia","J Moore","Handicap",2,1400,880000,12,53,4,83.09,0,5,113,NA,21926,8662,6535
"1093","11.04.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",3,1200,880000,6,53,4,70.04,0,1,116,NA,21926,8443,6535
"1094","25.04.2018","Happy Valley","Gress","Brett Prebble","Australia","J Moore","Handicap",2,1200,880000,3,56,4,70.82,2,3,118,4,21926,8453,6535
"1095","16.05.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",2,1200,880000,6,57,4,71.14,2,11,104,NA,21926,8443,6535
"1096","10.10.2018","Happy Valley","Gress","Z Purton","Australia","J Moore","Handicap",5,1200,920000,7,56,4,70.71,0,5,114,NA,21926,8650,6535
"1097","24.10.2018","Happy Valley","Gress","M F Poon","Australia","J Moore","Handicap",6,1200,920000,6,53,4,70.22,3,4,113,NA,21926,8658,6535
"1098","07.11.2018","Happy Valley","Gress","Douglas Whyte","Australia","J Moore","Handicap",4,1200,920000,6,55,4,71.13,2,7,110,NA,21926,8446,6535
"1099","01.01.2019","Sha Tin","Gress","C Wong","Australia","J Moore","Handicap",3,1200,920000,2,51,5,69.72,1,2,113,10,21926,8774,6535
"1100","12.01.2019","Sha Tin","Gress","Silvestre De Sousa","Australia","J Moore","Handicap",4,1200,920000,10,54,5,70.2,1,6,109,NA,21926,4340,6535
"1101","02.02.2019","Sha Tin","Gress","C Wong","Australia","J Moore","Handicap",4,1200,920000,2,51,5,69.49,0,1,115,NA,21926,8774,6535
"1102","24.02.2019","Sha Tin","Gress","C Wong","Australia","J Moore","Handicap",3,1200,920000,14,55,5,70.6,2,5,112,8,21926,8774,6535
"1103","17.03.2019","Sha Tin","Gress","A Sanna","Australia","J Moore","Handicap",3,1200,920000,7,58,5,70.55,2,11,110,27,21926,8672,6535
"1104","31.03.2019","Sha Tin","Gress","K H Chan","Australia","J Moore","Handicap",3,1200,920000,13,54,5,70.03,2,2,115,NA,21926,8875,6535
"1105","14.04.2019","Sha Tin","Gress","K H Chan","Australia","J Moore","Handicap",6,1200,920000,12,54,5,71.53,3,9,109,NA,21926,8875,6535
"1106","14.07.2019","Sha Tin","Gress","A Domeyer","Australia","J Moore","Handicap",4,1200,920000,2,60,5,69.51,1,3,118,NA,21926,8881,6535
"1107","01.09.2019","Sha Tin","Gress","K H Chan","Australia","J Moore","Handicap",4,1200,967000,14,55,5,70.59,2,12,103,15,21926,8875,6535
"1108","15.09.2019","Sha Tin","Gress","K H Chan","Australia","J Moore","Handicap",6,1200,967000,11,55,5,69.79,0,10,107,10,21926,8875,6535
"1109","06.10.2019","Sha Tin","Gress","M F Poon","Australia","J Moore","Handicap",4,1200,967000,13,59,5,71.54,1,10,102,14,21926,8658,6535
"1110","17.11.2019","Sha Tin","Gress","M Chadwick","Australia","J Moore","Handicap",1,1200,967000,6,59,5,70.53,0,10,104,25,21926,8663,6535
"1111","28.01.2018","Sha Tin","Gress","N Rawiller","Australia","YS Tsui","Handicap",3,1200,880000,11,58,5,71.07,3,6,117,18,21927,8654,6686
"1112","21.10.2018","Sha Tin","Gress","G van Niekerk","Australia","YS Tsui","Handicap",3,1200,920000,13,54,5,70.17,1,9,106,66,21927,8831,6686
"1113","10.11.2018","Sha Tin","Gress","G van Niekerk","Australia","YS Tsui","Handicap",2,1200,920000,4,54,5,69.87,0,9,106,22,21927,8831,6686
