"","data$Date","Track","Surface","Jockey","Country","TrainerName","RaceType","Race.Number","Distance","Prize.money","Starting.position","Jockey.weight","Horse.age","Race.time","Path","Final.place","FGrating","Odds","HorseId","JockeyId","TrainerID"
"1","03.09.2017","Sha Tin","Gress","K C Leung","Sverige","CH Yip","Handicap",10,1400,1310000,6,52,7,83.38,2,9,110,22,1736,8656,6687
"2","16.09.2017","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",10,1400,1310000,14,52,7,81.56,3,4,124,48,1736,8659,6687
"3","14.10.2017","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",10,1400,1310000,8,52,7,82.36,1,6,118,11,1736,8659,6687
"4","11.11.2017","Sha Tin","Gress","Brett Prebble","Sverige","CH Yip","Handicap",9,1600,1310000,13,54,7,96.53,0,8,107,11,1736,8453,6687
"5","26.11.2017","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",9,1600,1310000,9,52,7,94.17,0,3,123,40,1736,8659,6687
"6","10.12.2017","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",1,1800,1310000,4,52,7,107.92,2,3,123,NA,1736,8659,6687
"7","01.01.2018","Sha Tin","Gress","C Schofield","Sverige","CH Yip","Handicap",9,1800,1310000,9,54,8,108.63,5,1,125,NA,1736,8655,6687
"8","04.02.2018","Sha Tin","Gress","Joao Moreira","Sverige","CH Yip","Handicap",5,1800,1310000,6,57,8,108.19,0,4,122,NA,1736,8443,6687
"9","03.03.2018","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",8,1800,1310000,3,56,8,107.65,1,3,125,9,1736,8659,6687
"10","11.03.2018","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",10,1600,1310000,8,57,8,94.46,1,6,124,14,1736,8659,6687
"11","28.03.2018","Happy Valley","Gress","M F Poon","Sverige","CH Yip","Handicap",8,1800,1310000,9,53,8,109.59,3,9,117,13,1736,8658,6687
"12","11.04.2018","Happy Valley","Gress","W M Lai","Sverige","CH Yip","Handicap",6,1650,1310000,11,55,8,101.07,4,8,114,21,1736,8674,6687
"13","25.04.2018","Happy Valley","Gress","W M Lai","Sverige","CH Yip","Handicap",3,2200,1310000,2,54,8,138.21,5,10,120,35,1736,8674,6687
"14","09.05.2018","Happy Valley","Gress","W M Lai","Sverige","CH Yip","Handicap",7,1650,1310000,3,54,8,102.29,2,9,111,46,1736,8674,6687
"15","22.09.2018","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",4,1600,920000,11,57,8,94.34,3,4,121,14,1736,8659,6687
"16","07.10.2018","Sha Tin","Gress","C Y Ho","Sverige","CH Yip","Handicap",6,1600,920000,9,56,8,94.98,2,5,119,NA,1736,8659,6687
"17","02.12.2018","Sha Tin","Dirt","C Schofield","Sverige","CH Yip","Handicap",3,1800,920000,1,57,8,109.26,0,3,116,NA,1736,8655,6687
"18","23.12.2018","Sha Tin","Gress","Silvestre De Sousa","Sverige","CH Yip","Handicap",2,2000,920000,6,59,8,123.99,3,1,122,NA,1736,4340,6687
"19","17.02.2019","Sha Tin","Gress","C Wong","Sverige","CH Yip","Handicap",1,2000,920000,4,57,9,124.12,4,6,117,NA,1736,8774,6687
"20","06.12.2017","Happy Valley","Gress","Z Purton","Danmark","CS Shum","Handicap",9,1800,1860000,5,55,5,109.58,3,6,131,NA,10394,8650,6685
"21","01.10.2017","Sha Tin","Gress","Z Purton","Irland","AS Cruz","Handicap",7,1000,3000000,8,60,6,57.05,0,9,144,10,19373,8650,6684
"22","22.10.2017","Sha Tin","Gress","M Chadwick","Irland","AS Cruz","Handicap",7,1200,4000000,2,60,6,68.66,0,8,137,36,19373,8663,6684
"23","19.11.2017","Sha Tin","Gress","M Chadwick","Irland","AS Cruz","Non-handicap",7,1200,4000000,8,56,6,69.81,0,4,136,35,19373,8663,6684
"24","10.12.2017","Sha Tin","Gress","M Chadwick","Irland","AS Cruz","Non-handicap",5,1200,18500000,9,57,6,69.31,1,9,132,23,19373,8663,6684
"25","01.01.2018","Sha Tin","Gress","N Rawiller","Irland","AS Cruz","Handicap",10,1400,3000000,10,58,7,82.52,0,11,130,84,19373,8654,6684
"26","28.01.2018","Sha Tin","Gress","Brett Prebble","Irland","AS Cruz","Non-handicap",7,1200,10000000,3,57,7,70.26,0,7,133,52,19373,8453,6684
"27","25.02.2018","Sha Tin","Gress","Brett Prebble","Irland","AS Cruz","Non-handicap",9,1400,10000000,2,57,7,83.25,0,11,116,99,19373,8453,6684
"28","11.03.2018","Sha Tin","Gress","N Callan","Irland","AS Cruz","Handicap",7,1200,2500000,4,56,7,68.61,0,5,135,53,19373,8651,6684
"29","08.04.2018","Sha Tin","Gress","N Callan","Irland","AS Cruz","Non-handicap",7,1200,4000000,6,56,7,69.42,0,4,137,66,19373,8651,6684
"30","29.04.2018","Sha Tin","Gress","N Callan","Irland","AS Cruz","Non-handicap",7,1200,16000000,2,57,7,69.82,0,6,131,47,19373,8651,6684
"31","01.10.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",7,1000,3000000,4,59,7,56.65,0,2,150,10,20799,8609,6535
"32","22.10.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",7,1200,4000000,4,59,7,69.14,1,11,133,13,20799,8609,6535
"33","19.11.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Non-handicap",7,1200,4000000,9,56,7,69.98,1,7,136,31,20799,8609,6535
"34","10.12.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Non-handicap",5,1200,18500000,10,57,7,69.72,2,10,127,34,20799,8609,6535
"35","07.01.2018","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",7,1000,3000000,6,60,8,57.25,0,4,145,11,20799,8609,6535
"36","28.01.2018","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Non-handicap",7,1200,10000000,1,57,8,70.16,0,6,135,52,20799,8609,6535
"37","11.03.2018","Sha Tin","Gress","M F Poon","Australia","J Moore","Handicap",7,1200,2500000,2,55,8,68.78,2,8,135,12,20799,8658,6535
"38","08.04.2018","Sha Tin","Gress","S Clipperton","Australia","J Moore","Non-handicap",7,1200,4000000,5,56,8,69.5,1,6,139,23,20799,8653,6535
"39","29.04.2018","Sha Tin","Gress","Brett Prebble","Australia","J Moore","Handicap",4,1400,2500000,10,60,8,84.01,3,11,122,32,20799,8453,6535
"40","01.10.2018","Sha Tin","Gress","C Y Ho","Australia","J Moore","Handicap",7,1000,3250000,7,51,8,56.46,0,6,132,11,20799,8659,6535
"41","21.10.2018","Sha Tin","Gress","C Y Ho","Australia","J Moore","Handicap",7,1200,4250000,4,52,8,68.65,2,6,135,86,20799,8659,6535
"42","25.11.2018","Sha Tin","Gress","Silvestre De Sousa","Australia","J Moore","Handicap",3,1000,1950000,9,60,8,57.18,0,5,135,7,20799,4340,6535
"43","19.12.2018","Sha Tin","Dirt","Silvestre De Sousa","Australia","J Moore","Handicap",7,1200,1950000,8,59,8,69.78,2,10,115,11,20799,4340,6535
"44","10.12.2017","Sha Tin","Gress","Ryan Moore","Irland","A O'Brien","Non-handicap",4,2400,18000000,8,57,5,146.63,2,1,151,NA,20816,8438,6585
"45","10.12.2017","Sha Tin","Gress","N Callan","USA","F C Lor","Handicap",3,1400,2500000,3,57,7,81.62,1,5,140,22,21512,8651,6726
"46","01.01.2018","Sha Tin","Gress","C Schofield","USA","F C Lor","Handicap",10,1400,3000000,12,53,8,81.68,4,5,141,47,21512,8655,6726
"47","18.02.2018","Sha Tin","Gress","C Schofield","USA","F C Lor","Handicap",8,1400,2500000,4,59,8,81.06,2,1,142,NA,21512,8655,6726
"48","11.03.2018","Sha Tin","Gress","C Schofield","USA","F C Lor","Handicap",7,1200,2500000,11,55,8,68.94,4,9,138,12,21512,8655,6726
"49","08.04.2018","Sha Tin","Gress","C Schofield","USA","F C Lor","Non-handicap",7,1200,4000000,3,56,8,69.55,0,7,136,88,21512,8655,6726
"50","29.04.2018","Sha Tin","Gress","Z Purton","USA","F C Lor","Handicap",4,1400,2500000,8,59,8,82.14,1,3,140,11,21512,8650,6726
"51","03.09.2017","Sha Tin","Gress","M F Poon","New Zealand","WY So","Handicap",3,1200,2500000,1,50,6,68.59,0,3,133,NA,21513,8658,6683
"52","01.10.2017","Sha Tin","Gress","C Schofield","New Zealand","WY So","Handicap",7,1000,3000000,3,52,6,56.94,0,5,136,NA,21513,8655,6683
"53","22.10.2017","Sha Tin","Gress","W M Lai","New Zealand","WY So","Handicap",7,1200,4000000,3,51,6,68.47,0,5,129,36,21513,8674,6683
"54","03.12.2017","Sha Tin","Dirt","M F Poon","New Zealand","WY So","Handicap",9,1200,1860000,10,57,6,68.15,0,5,129,4,21513,8658,6683
"55","20.12.2017","Happy Valley","Gress","N Rawiller","New Zealand","WY So","Handicap",8,1200,1860000,2,60,6,71.88,0,12,98,10,21513,8654,6683
"56","07.01.2018","Sha Tin","Gress","W M Lai","New Zealand","WY So","Handicap",7,1000,3000000,1,51,7,57.1,0,2,135,62,21513,8674,6683
"57","10.02.2018","Sha Tin","Gress","Z Purton","New Zealand","WY So","Handicap",10,1200,1860000,6,60,7,69.86,2,10,128,NA,21513,8650,6683
"58","11.03.2018","Sha Tin","Gress","H N Wong","New Zealand","WY So","Handicap",7,1200,2500000,9,49,7,68.4,0,2,129,45,21513,8660,6683
"59","28.03.2018","Happy Valley","Gress","H N Wong","New Zealand","WY So","Handicap",4,1200,1860000,7,58,7,69.83,2,11,124,NA,21513,8660,6683
"60","02.09.2018","Sha Tin","Gress","H N Wong","New Zealand","WY So","Handicap",3,1200,2625000,5,50,7,69.7,1,7,111,NA,21513,8660,6683
"61","01.10.2018","Sha Tin","Gress","G van Niekerk","New Zealand","WY So","Handicap",7,1000,3250000,6,51,7,57,0,7,122,29,21513,8831,6683
"62","10.10.2018","Happy Valley","Gress","H T Mo","New Zealand","WY So","Handicap",7,1000,1950000,5,58,7,58.24,4,11,124,21,21513,8657,6683
"63","28.10.2018","Happy Valley","Gress","C Schofield","New Zealand","WY So","Handicap",10,1200,1950000,3,60,7,71,1,9,130,46,21513,8655,6683
"64","19.12.2018","Sha Tin","Dirt","A Badel","New Zealand","R Gibson","Handicap",7,1200,1950000,4,55,7,69.36,2,9,117,33,21513,8665,6694
"65","06.01.2019","Sha Tin","Gress","M Chadwick","New Zealand","R Gibson","Handicap",3,1000,3250000,1,51,8,57.29,0,6,124,99,21513,8663,6694
"66","30.01.2019","Happy Valley","Gress","M Chadwick","New Zealand","R Gibson","Handicap",8,1200,1950000,10,58,8,70.36,0,5,127,93,21513,8663,6694
"67","24.02.2019","Sha Tin","Gress","C Schofield","New Zealand","R Gibson","Handicap",7,1000,1950000,4,56,8,57.57,0,10,118,37,21513,8655,6694
"68","27.03.2019","Happy Valley","Gress","H T Mo","New Zealand","R Gibson","Handicap",7,1000,1950000,6,53,8,57.09,3,3,128,35,21513,8657,6694
"69","11.05.2019","Sha Tin","Gress","C Wong","New Zealand","R Gibson","Handicap",9,1000,1950000,7,49,8,55.92,0,9,117,41,21513,8774,6694
"70","04.02.2018","Sha Tin","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",10,1400,1310000,1,59,4,82.72,0,11,122,80,21523,8446,6687
"71","21.02.2018","Happy Valley","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",9,1650,1310000,1,59,4,100.8,2,3,126,86,21523,8446,6687
"72","03.03.2018","Sha Tin","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",7,1800,1860000,10,54,4,107.44,2,4,128,NA,21523,8446,6687
"73","18.03.2018","Sha Tin","Gress","Douglas Whyte","Great Britain","CH Yip","Non-handicap",8,2000,18000000,1,57,4,122.05,0,7,132,99,21523,8446,6687
"74","06.05.2018","Sha Tin","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",9,2000,1310000,7,59,4,123.05,5,9,120,NA,21523,8446,6687
"75","10.10.2018","Happy Valley","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",6,1200,1380000,2,58,4,70.92,2,10,122,14,21523,8446,6687
"76","28.10.2018","Happy Valley","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",9,1650,1380000,10,58,4,101.36,5,1,135,11,21523,8446,6687
"77","05.12.2018","Happy Valley","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",9,1800,1950000,2,54,4,109.71,1,4,126,NA,21523,8446,6687
"78","26.12.2018","Happy Valley","Gress","C Y Ho","Great Britain","CH Yip","Handicap",8,1650,1950000,2,52,4,100.54,0,5,119,12,21523,8659,6687
"79","30.01.2019","Happy Valley","Gress","Douglas Whyte","Great Britain","CH Yip","Handicap",6,1800,1950000,8,54,5,111.1,3,4,126,NA,21523,8446,6687
"80","13.02.2019","Happy Valley","Gress","Z Purton","Great Britain","CH Yip","Handicap",8,1650,1380000,6,59,5,100.57,3,4,128,NA,21523,8650,6687
"81","17.03.2019","Sha Tin","Gress","Z Purton","Great Britain","CH Yip","Handicap",6,2000,1380000,7,59,5,122.19,1,1,129,7,21523,8650,6687
"82","07.04.2019","Sha Tin","Gress","C Wong","Great Britain","CH Yip","Handicap",9,2000,2625000,2,49,5,121.12,1,12,116,15,21523,8774,6687
"83","08.05.2019","Sha Tin","Dirt","U Rispoli","Great Britain","CH Yip","Handicap",6,1650,1950000,1,55,5,101,0,9,107,16,21523,8662,6687
"84","09.10.2019","Happy Valley","Gress","R Bayliss","Great Britain","D Whyte","Handicap",7,1650,2100000,8,56,5,102.09,3,10,109,18,21523,8864,6996
"85","23.10.2019","Happy Valley","Gress","A Sanna","Great Britain","D Whyte","Handicap",4,1650,2100000,8,56,5,101.15,1,7,114,42,21523,8672,6996
"86","04.12.2019","Happy Valley","Gress","Oisin Murphy","Great Britain","D Whyte","Handicap",8,1800,2520000,9,55,5,109.5,3,4,129,55,21523,8393,6996
"87","26.12.2019","Happy Valley","Gress","L Hewitson","Great Britain","D Whyte","Handicap",8,1650,2100000,9,54,5,100.34,3,6,126,24,21523,9094,6996
"88","11.01.2020","Sha Tin","Gress","L Hewitson","Great Britain","D Whyte","Handicap",10,1600,2100000,5,54,6,94.75,2,12,121,55,21523,9094,6996
"89","27.01.2020","Sha Tin","Gress","L Hewitson","Great Britain","D Whyte","Handicap",7,2000,1450000,13,60,6,121.98,4,6,127,25,21523,9094,6996
"90","26.02.2020","Happy Valley","Gress","K Teetan","Great Britain","D Whyte","Handicap",8,1650,1450000,9,57,6,99.77,5,8,128,12,21523,8652,6996
"91","11.03.2020","Happy Valley","Gress","Blake Shinn","Great Britain","D Whyte","Handicap",8,1800,1450000,3,58,6,110.33,6,11,128,13,21523,8778,6996
"92","08.04.2020","Happy Valley","Gress","M Chadwick","Great Britain","D Whyte","Handicap",7,1650,1450000,11,59,6,100.22,0,6,121,31,21523,8663,6996
"93","03.05.2020","Sha Tin","Gress","M Chadwick","Great Britain","D Whyte","Handicap",8,2000,1450000,5,57,6,121.37,1,6,120,NA,21523,8663,6996
"94","13.05.2020","Happy Valley","Gress","Z Purton","Great Britain","D Whyte","Handicap",8,1800,1450000,8,56,6,109.19,1,4,120,NA,21523,8650,6996
"95","14.06.2020","Sha Tin","Gress","A Hamelin","Great Britain","D Whyte","Handicap",7,1800,1450000,7,56,6,107.82,2,7,120,NA,21523,9111,6996
"96","10.12.2017","Sha Tin","Gress","Francois-Xavier Bertras","Great Britain","D Guillemin","Non-handicap",5,1200,18500000,13,57,5,69.22,1,8,133,99,21556,8600,6641
"97","10.12.2017","Sha Tin","Gress","Ryan Moore","USA","A O'Brien","Non-handicap",7,1600,23000000,11,57,3,94.24,3,5,144,15,21582,8438,6585
"98","01.10.2017","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Handicap",7,1000,3000000,10,59,6,56.99,0,8,143,18,21587,8453,6650
"99","22.10.2017","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Handicap",7,1200,4000000,9,59,6,68.27,0,3,142,41,21587,8453,6650
"100","19.11.2017","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Non-handicap",7,1200,4000000,3,56,6,69.57,3,2,145,12,21587,8453,6650
"101","10.12.2017","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Non-handicap",5,1200,18500000,6,57,6,68.88,5,5,145,18,21587,8453,6650
"102","11.03.2018","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Handicap",7,1200,2500000,1,60,7,68.3,0,1,145,NA,21587,8453,6650
"103","08.04.2018","Sha Tin","Gress","Brett Prebble","New Zealand","J Size","Non-handicap",7,1200,4000000,8,56,7,69.84,3,8,138,10,21587,8453,6650
"104","29.04.2018","Sha Tin","Gress","Olivier Doleuze","New Zealand","J Size","Non-handicap",7,1200,16000000,8,57,7,69.89,2,7,135,41,21587,8449,6650
"105","09.12.2018","Sha Tin","Gress","William Buick","Japan","Y Tomomichi","Non-handicap",7,1600,25000000,7,55,5,93.99,4,2,151,58,21609,4342,6659
"106","10.12.2017","Sha Tin","Gress","Ryan Moore","Irland","A O'Brien","Non-handicap",8,2000,25000000,2,57,4,123.08,1,11,137,11,21612,8438,6585
"107","10.09.2017","Sha Tin","Gress","Joao Moreira","Australia","WY So","Handicap",5,1400,880000,5,60,6,82.15,1,2,133,NA,21838,8443,6683
"108","01.10.2017","Sha Tin","Gress","Joao Moreira","Australia","WY So","Handicap",4,1400,880000,3,60,6,82.51,2,1,125,2,21838,8443,6683
"109","14.10.2017","Sha Tin","Gress","H N Wong","Australia","WY So","Handicap",10,1400,1310000,4,52,6,83.23,0,12,105,13,21838,8660,6683
"110","11.11.2017","Sha Tin","Gress","W M Lai","Australia","WY So","Handicap",10,1400,1310000,7,54,6,82.99,4,13,117,88,21838,8674,6683
"111","13.12.2017","Happy Valley","Gress","W M Lai","Australia","WY So","Handicap",7,1650,1310000,5,55,6,100.44,0,10,114,93,21838,8674,6683
"112","01.01.2018","Sha Tin","Gress","K C Ng","Australia","WY So","Handicap",8,1400,1310000,13,53,7,84.04,5,12,103,99,21838,8669,6683
"113","21.01.2018","Sha Tin","Gress","C Y Ho","Australia","WY So","Handicap",10,1400,1310000,8,52,7,83.76,3,12,112,99,21838,8659,6683
"114","04.02.2018","Sha Tin","Gress","W M Lai","Australia","WY So","Handicap",8,1400,1310000,6,52,7,82.84,3,9,113,99,21838,8674,6683
"115","18.02.2018","Sha Tin","Gress","K C Ng","Australia","WY So","Handicap",11,1400,1310000,8,50,7,82.8,3,9,113,99,21838,8669,6683
"116","25.03.2018","Sha Tin","Gress","H N Wong","Australia","WY So","Handicap",3,1400,880000,12,57,7,82.38,1,4,118,16,21838,8660,6683
"117","15.04.2018","Sha Tin","Gress","H N Wong","Australia","WY So","Handicap",5,1400,880000,8,57,7,84.91,2,14,100,NA,21838,8660,6683
"118","12.05.2018","Sha Tin","Gress","C Wong","Australia","WY So","Handicap",4,1400,880000,9,55,7,84.01,0,12,96,11,21838,8774,6683
"119","02.09.2018","Sha Tin","Gress","Douglas Whyte","Australia","WY So","Handicap",6,1400,920000,12,55,7,82.45,1,4,113,NA,21838,8446,6683
"120","22.09.2018","Sha Tin","Gress","K C Leung","Australia","WY So","Handicap",5,1400,920000,2,56,7,81.38,0,1,125,12,21838,8656,6683
"121","06.09.2017","Happy Valley","Gress","Douglas Whyte","Australia","DE Ferraris","Handicap",1,1200,660000,10,60,6,70.92,3,5,116,NA,21839,8446,6688
"122","24.09.2017","Sha Tin","Dirt","Douglas Whyte","Australia","DE Ferraris","Handicap",2,1200,660000,12,60,6,71.09,3,5,114,10,21839,8446,6688
"123","01.11.2017","Sha Tin","Dirt","Douglas Whyte","Australia","DE Ferraris","Handicap",1,1200,660000,3,60,6,70.46,0,2,109,NA,21839,8446,6688
"124","22.11.2017","Happy Valley","Gress","Douglas Whyte","Australia","DE Ferraris","Handicap",1,1200,660000,1,60,6,70.64,0,3,109,NA,21839,8446,6688
"125","13.12.2017","Happy Valley","Gress","Douglas Whyte","Australia","DE Ferraris","Handicap",1,1650,660000,8,60,6,102.06,4,10,109,11,21839,8446,6688
"126","10.01.2018","Happy Valley","Gress","Douglas Whyte","Australia","DE Ferraris","Handicap",1,1000,660000,7,59,7,58.41,3,4,113,14,21839,8446,6688
"127","08.10.2017","Sha Tin","Gress","Brett Prebble","Japan","WY So","Handicap",1,1000,880000,9,55,3,58.6,0,9,90,49,21840,8453,6683
"128","22.10.2017","Sha Tin","Gress","C Y Ho","Japan","WY So","Handicap",5,1400,880000,3,57,3,85.29,0,13,90,99,21840,8659,6683
"129","03.09.2017","Sha Tin","Gress","K Teetan","Australia","KL Man","Handicap",4,1200,880000,11,57,4,71.24,1,8,105,99,21841,8652,6693
"130","24.09.2017","Sha Tin","Gress","K Teetan","Australia","KL Man","Handicap",3,1200,880000,7,55,4,72.16,2,14,85,99,21841,8652,6693
"131","22.10.2017","Sha Tin","Gress","M L Yeung","Australia","KL Man","Handicap",5,1400,880000,1,54,4,84.97,0,12,90,99,21841,8661,6693
"132","14.02.2018","Happy Valley","Gress","A Badel","Australia","KL Man","Handicap",2,1200,660000,6,60,5,71.71,0,7,102,99,21841,8665,6693
"133","11.03.2018","Sha Tin","Gress","Olivier Doleuze","Australia","KL Man","Handicap",1,1400,660000,12,59,5,83.59,3,12,101,53,21841,8449,6693
"134","08.04.2018","Sha Tin","Dirt","K C Ng","Australia","KL Man","Handicap",2,1800,660000,2,57,5,114.49,1,12,71,99,21841,8669,6693
"135","21.10.2018","Sha Tin","Gress","C Y Ho","Australia","C Fownes","Handicap",5,1400,920000,12,54,5,82.44,3,2,119,NA,21842,8659,6529
"136","04.11.2018","Sha Tin","Gress","Z Purton","Australia","C Fownes","Handicap",4,1600,920000,12,57,5,96.24,4,6,114,NA,21842,8650,6529
"137","12.01.2019","Sha Tin","Gress","C Y Ho","Australia","C Fownes","Handicap",5,1400,920000,8,55,6,82.89,2,4,113,NA,21842,8659,6529
"138","20.02.2019","Happy Valley","Gress","M Chadwick","Australia","C Fownes","Handicap",3,1200,920000,1,55,6,70.41,0,5,106,NA,21842,8663,6529
"139","23.11.2019","Sha Tin","Gress","C Y Ho","Australia","C Fownes","Handicap",6,1400,967000,3,53,6,83.17,0,12,92,NA,21842,8659,6529
"140","18.12.2019","Happy Valley","Gress","H T Mo","Australia","C Fownes","Handicap",2,1000,967000,6,51,6,57.65,3,7,109,57,21842,8657,6529
"141","01.04.2020","Sha Tin","Dirt","C Y Ho","Australia","C Fownes","Handicap",1,1200,725000,4,60,7,70.41,2,4,108,6,21842,8659,6529
"142","29.10.2017","Happy Valley","Gress","C Y Ho","Australia","J Size","Handicap",4,1200,880000,11,54,4,71.58,4,11,106,99,21843,8659,6650
"143","15.11.2017","Happy Valley","Gress","M Chadwick","Australia","J Size","Handicap",5,1200,880000,3,53,4,71.53,1,9,101,75,21843,8663,6650
"144","06.12.2017","Happy Valley","Gress","Cristian Demuro","Australia","J Size","Handicap",7,1650,1056000,3,53,4,103.01,0,12,90,43,21843,8454,6650
"145","16.09.2017","Sha Tin","Gress","K C Leung","Irland","P O'Sullivan","Handicap",8,1200,1310000,6,52,5,69.25,2,4,121,43,21844,8656,6691
"146","11.10.2017","Happy Valley","Gress","K C Leung","Irland","P O'Sullivan","Handicap",6,1650,1310000,1,52,5,100.42,0,3,117,NA,21844,8656,6691
"147","08.11.2017","Happy Valley","Gress","K C Leung","Irland","P O'Sullivan","Handicap",6,1650,1310000,7,52,5,101.32,0,6,115,11,21844,8656,6691
"148","29.11.2017","Happy Valley","Gress","K Teetan","Irland","P O'Sullivan","Handicap",8,1800,1310000,8,53,5,110.59,5,4,125,17,21844,8652,6691
"149","01.01.2018","Sha Tin","Gress","K Teetan","Irland","P O'Sullivan","Handicap",9,1800,1310000,11,53,6,108.81,3,4,119,15,21844,8652,6691
"150","04.02.2018","Sha Tin","Gress","K Teetan","Irland","P O'Sullivan","Handicap",5,1800,1310000,2,54,6,107.88,1,2,123,NA,21844,8652,6691
"151","21.02.2018","Happy Valley","Gress","K Teetan","Irland","P O'Sullivan","Handicap",7,1800,1310000,8,54,6,110.29,4,2,125,NA,21844,8652,6691
"152","28.03.2018","Happy Valley","Gress","A Sanna","Irland","P O'Sullivan","Handicap",8,1800,1310000,2,53,6,109.28,0,4,115,NA,21844,8672,6691
"153","18.04.2018","Happy Valley","Gress","K Teetan","Irland","P O'Sullivan","Handicap",8,1650,1310000,12,53,6,100.53,1,9,115,19,21844,8652,6691
"154","09.05.2018","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",6,1650,1310000,5,52,6,100.81,1,1,121,13,21844,8663,6691
"155","31.10.2018","Sha Tin","Dirt","M Chadwick","Irland","P O'Sullivan","Handicap",7,1650,1380000,9,54,6,99.41,3,5,123,30,21844,8663,6691
"156","21.11.2018","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",7,1650,1380000,4,54,6,101.38,5,10,117,13,21844,8663,6691
"157","09.12.2018","Sha Tin","Gress","K C Leung","Irland","P O'Sullivan","Handicap",3,1800,1380000,1,54,6,108.75,0,10,112,62,21844,8656,6691
"158","26.12.2018","Happy Valley","Gress","H N Wong","Irland","P O'Sullivan","Handicap",7,1650,1380000,9,52,6,101.5,2,11,108,99,21844,8660,6691
"159","16.01.2019","Happy Valley","Gress","H T Mo","Irland","P O'Sullivan","Handicap",8,1650,1380000,8,49,7,100.27,0,6,115,99,21844,8657,6691
"160","13.02.2019","Happy Valley","Gress","H T Mo","Irland","P O'Sullivan","Handicap",4,1650,920000,7,58,7,100.97,1,9,114,16,21844,8657,6691
"161","13.03.2019","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",5,1650,920000,12,59,7,100.85,4,2,120,24,21844,8651,6691
"162","10.04.2019","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",3,1650,920000,12,60,7,100.61,1,4,115,15,21844,8651,6691
"163","01.05.2019","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",4,1650,920000,7,60,7,100.23,0,3,118,NA,21844,8651,6691
"164","22.05.2019","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",5,1650,920000,10,60,7,100.17,3,1,122,NA,21844,8651,6691
"165","26.06.2019","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",6,1650,1380000,1,54,7,99.43,0,3,117,10,21844,8663,6691
"166","16.10.2019","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",8,1650,1450000,2,54,7,101.49,0,9,104,10,21844,8663,6691
"167","06.11.2019","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",7,1650,1450000,5,54,7,100.31,0,5,115,25,21844,8663,6691
"168","27.11.2019","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",8,1800,1450000,3,54,7,109.82,0,11,111,26,21844,8663,6691
"169","18.12.2019","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",7,1650,1450000,9,54,7,99.57,1,3,115,35,21844,8663,6691
"170","08.01.2020","Happy Valley","Gress","M Chadwick","Irland","P O'Sullivan","Handicap",5,1650,967000,11,60,8,100.82,1,6,115,21,21844,8663,6691
"171","29.01.2020","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",5,1800,967000,3,60,8,109.37,2,5,121,24,21844,8651,6691
"172","12.02.2020","Happy Valley","Gress","N Callan","Irland","P O'Sullivan","Handicap",4,1800,967000,6,60,8,108.1,2,1,127,22,21844,8651,6691
"173","26.02.2020","Happy Valley","Gress","K C Leung","Irland","P O'Sullivan","Handicap",6,2200,1450000,10,54,8,137.41,2,8,116,35,21844,8656,6691
