"","data.Date","Track","Surface","Jockey","Country","TrainerName","RaceType","Race.Number","Distance","Prize.money","Starting.position","Jockey.weight","Horse.age","Race.time","Path","Final.place","FGrating","Odds"
"2429","21.04.2018","Sha Tin","Gress","Tommy Berry","Australia","P O'Sullivan","Handicap",6,1400,880000,8,58,5,82.63,2,6,120,0
"2430","21.10.2018","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",3,1200,920000,3,57,5,69.98,2,6,115,0
"2431","10.11.2018","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",5,1400,920000,14,58,5,82.85,2,8,114,20
"2432","09.12.2018","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",1,1400,920000,9,56,5,82.89,4,3,118,36
"2433","29.12.2018","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",6,1400,920000,11,56,5,83.03,2,8,108,12
"2434","20.01.2019","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",1,1400,920000,8,56,6,83.36,2,5,109,24
"2435","10.02.2019","Sha Tin","Gress","Joao Moreira","Australia","P O'Sullivan","Handicap",6,1400,920000,10,55,6,83.06,3,6,114,0
"2436","02.03.2019","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",3,1400,920000,13,54,6,83.5,1,10,106,21
"2437","17.03.2019","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",5,1400,920000,7,54,6,83.17,4,10,112,24
"2438","07.04.2019","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",2,1400,920000,6,53,6,81.92,0,2,110,18
"2439","05.05.2019","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",6,1400,920000,11,54,6,83.5,3,2,116,0
"2440","02.06.2019","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",5,1400,920000,5,53,6,82.11,2,3,114,0
"2441","08.09.2019","Sha Tin","Gress","K Teetan","Australia","P O'Sullivan","Handicap",6,1400,967000,8,55,6,81.39,1,1,117,0
"2442","01.10.2019","Sha Tin","Gress","K Teetan","Australia","P O'Sullivan","Handicap",5,1400,967000,6,56,6,82.03,1,2,114,0
"2443","03.11.2019","Sha Tin","Gress","K Teetan","Australia","P O'Sullivan","Handicap",5,1400,967000,12,57,6,81.21,3,2,123,0
"2444","23.11.2019","Sha Tin","Gress","Z Purton","Australia","P O'Sullivan","Handicap",6,1400,967000,10,57,6,82.06,3,7,114,0
"2445","15.12.2019","Sha Tin","Gress","K Teetan","Australia","P O'Sullivan","Handicap",5,1400,967000,5,57,6,82.21,2,7,115,0
"2446","19.01.2020","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",4,1400,967000,5,57,7,82.41,2,6,116,17
"2447","16.02.2020","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",3,1600,967000,10,55,7,96.06,0,4,113,30
"2448","08.03.2020","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",6,1400,967000,6,56,7,82.91,3,4,119,10
"2449","29.03.2020","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",6,1400,967000,2,54,7,83.82,2,10,106,11
"2450","14.06.2020","Sha Tin","Gress","K C Leung","Australia","P O'Sullivan","Handicap",9,1400,967000,3,54,7,81.84,1,3,114,0
"2451","05.11.2017","Sha Tin","Gress","M L Yeung","Australia","KW Lui","Handicap",3,1000,1310000,2,52,6,57.13,0,3,120,99
"2452","03.12.2017","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",10,1400,1310000,12,53,6,82.17,2,1,123,35
"2453","07.01.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",9,1400,1310000,1,54,7,83.11,3,7,118,12
"2454","21.01.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",3,1400,1310000,10,54,7,83.06,4,9,119,15
"2455","10.02.2018","Sha Tin","Gress","N Rawiller","Australia","KW Lui","Handicap",3,1600,1310000,2,56,7,95.73,0,2,124,0
"2456","11.03.2018","Sha Tin","Gress","N Rawiller","Australia","KW Lui","Handicap",10,1600,1310000,11,58,7,94.44,2,5,126,0
"2457","02.04.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",9,1600,1310000,8,53,7,95.66,3,9,122,0
"2458","29.04.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",3,1600,1310000,2,55,7,95.69,4,8,126,0
"2459","22.09.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",8,1000,1380000,9,52,7,56.64,0,4,117,12
"2460","07.10.2018","Sha Tin","Gress","C Y Ho","Australia","KW Lui","Handicap",3,1000,1380000,8,53,7,56.96,0,4,119,0
"2461","18.11.2018","Sha Tin","Gress","K Teetan","Australia","KW Lui","Handicap",4,1000,1380000,10,54,7,57.12,0,7,118,0
"2462","29.12.2018","Sha Tin","Gress","K Teetan","Australia","KW Lui","Handicap",5,1000,1380000,13,54,7,57.97,0,5,113,0
"2463","20.01.2019","Sha Tin","Gress","K Teetan","Australia","KW Lui","Handicap",8,1000,1380000,11,52,8,57.26,0,8,111,25
"2464","24.02.2019","Sha Tin","Gress","N Callan","Australia","KW Lui","Handicap",3,1200,920000,13,60,8,70.68,4,7,121,26
"2465","17.03.2019","Sha Tin","Gress","N Callan","Australia","KW Lui","Handicap",5,1400,920000,3,59,8,83.23,3,11,116,22
"2466","11.05.2019","Sha Tin","Gress","W L Ho","Australia","KW Lui","Handicap",6,1200,920000,8,59,8,70.24,3,6,117,35
"2467","16.09.2017","Sha Tin","Dirt","Joao Moreira","Irland","F C Lor","Handicap",3,1650,660000,1,56,6,99.61,6,1,113,0
"2468","01.11.2017","Sha Tin","Dirt","Joao Moreira","Irland","F C Lor","Handicap",3,1650,660000,6,58,6,99.79,5,1,121,0
"2469","23.12.2017","Sha Tin","Dirt","K Teetan","Irland","F C Lor","Handicap",4,1650,660000,8,60,6,98.98,5,1,119,0
"2470","10.02.2018","Sha Tin","Dirt","U Rispoli","Irland","F C Lor","Handicap",6,1650,880000,13,54,7,99.07,3,4,115,0
"2471","07.10.2018","Sha Tin","Dirt","U Rispoli","Irland","K H Ting","Handicap",2,1650,920000,4,54,7,99.41,2,1,118,11
"2472","31.10.2018","Sha Tin","Dirt","U Rispoli","Irland","K H Ting","Handicap",6,1800,920000,12,56,7,110.02,5,8,110,10
"2473","18.11.2018","Sha Tin","Dirt","U Rispoli","Irland","K H Ting","Handicap",2,1650,920000,5,56,7,99.29,4,6,117,0
"2474","03.09.2017","Sha Tin","Gress","C Schofield","New Zealand","TP Yung","Handicap",9,1200,1310000,4,55,6,69.9,0,2,121,20
"2475","24.09.2017","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",9,1400,1310000,6,55,6,81.86,2,1,128,12
"2476","11.11.2017","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",10,1400,1310000,9,56,6,81.89,3,4,130,11
"2477","10.12.2017","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",9,1400,1310000,10,56,6,82.22,3,4,128,0
"2478","01.10.2018","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",5,1400,1380000,9,59,7,82.39,4,8,125,0
"2479","04.11.2018","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",9,1400,1380000,1,59,7,83.18,1,7,124,14
"2480","25.11.2018","Sha Tin","Gress","U Rispoli","New Zealand","TP Yung","Handicap",9,1600,1380000,5,58,7,99,2,8,113,26
"2481","16.12.2018","Sha Tin","Gress","C Murray","New Zealand","TP Yung","Handicap",11,1400,1380000,12,57,7,84.03,3,12,110,99
"2482","24.02.2019","Sha Tin","Gress","M L Yeung","New Zealand","TP Yung","Handicap",9,1200,1380000,11,55,8,69.94,3,3,125,32
"2483","24.03.2019","Sha Tin","Gress","K C Leung","New Zealand","TP Yung","Handicap",8,1200,1380000,10,56,8,70.37,1,6,117,17
"2484","14.04.2019","Sha Tin","Gress","M L Yeung","New Zealand","TP Yung","Handicap",9,1200,1380000,10,54,8,71.15,3,10,119,65
"2485","05.05.2019","Sha Tin","Gress","M L Yeung","New Zealand","TP Yung","Handicap",8,1000,1380000,11,54,8,57.18,0,2,120,13
"2486","26.05.2019","Sha Tin","Gress","M Chadwick","New Zealand","TP Yung","Handicap",4,1000,1380000,6,54,8,57.51,0,6,108,25
"2487","26.06.2019","Happy Valley","Gress","M Chadwick","New Zealand","TP Yung","Handicap",5,1200,1380000,1,55,8,70.27,0,9,110,0
"2488","01.01.2020","Sha Tin","Gress","M L Yeung","New Zealand","TP Yung","Handicap",8,1200,1450000,7,54,9,70.29,3,7,113,27
"2489","29.01.2020","Happy Valley","Gress","H N Wong","New Zealand","TP Yung","Handicap",7,1200,1450000,10,51,9,71.38,4,11,103,201
"2490","23.02.2020","Sha Tin","Gress","K C Leung","New Zealand","TP Yung","Handicap",3,1200,967000,8,60,9,70.33,1,8,112,87
"2491","14.03.2020","Sha Tin","Gress","K C Leung","New Zealand","TP Yung","Handicap",4,1400,967000,11,60,9,82.04,1,5,120,76
"2492","12.04.2020","Sha Tin","Gress","V Borges","New Zealand","TP Yung","Handicap",7,1400,967000,6,59,9,83.15,3,12,111,13
"2493","03.05.2020","Sha Tin","Gress","M Chadwick","New Zealand","TP Yung","Handicap",9,1400,967000,3,59,9,82.83,1,11,109,35
"2494","27.09.2017","Happy Valley","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",1,1200,880000,11,57,5,69.91,2,1,120,0
"2495","14.10.2017","Sha Tin","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",2,1400,880000,11,58,5,84.12,2,10,110,0
"2496","01.11.2017","Sha Tin","Dirt","S Clipperton","Australia","P O'Sullivan","Handicap",4,1200,880000,8,58,5,70.51,1,7,108,20
"2497","22.11.2017","Happy Valley","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",5,1650,880000,8,58,5,101.88,6,6,123,13
"2498","20.12.2017","Happy Valley","Gress","S Clipperton","Australia","P O'Sullivan","Handicap",4,1200,880000,11,58,5,71.29,4,10,104,17
"2499","28.03.2018","Happy Valley","Gress","Tommy Berry","Australia","P O'Sullivan","Handicap",3,1200,880000,10,56,6,70.34,2,7,114,36
"2500","25.04.2018","Happy Valley","Gress","Douglas Whyte","Australia","P O'Sullivan","Handicap",2,1200,880000,9,55,6,71.46,4,9,113,21
"2501","28.10.2018","Happy Valley","Gress","K Teetan","Australia","AS Cruz","Handicap",3,1200,920000,9,53,6,72.11,3,9,102,0
"2502","05.12.2018","Happy Valley","Gress","K Teetan","Australia","AS Cruz","Handicap",2,1200,690000,7,60,6,71.3,2,6,111,10
"2503","16.12.2018","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",5,1400,690000,13,60,6,83.51,4,8,117,16
"2504","29.12.2018","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",2,1200,690000,8,58,6,70.51,3,2,112,10
"2505","12.01.2019","Sha Tin","Gress","Joao Moreira","Australia","AS Cruz","Handicap",1,1200,690000,2,59,7,69.97,0,2,110,0
"2506","27.01.2019","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",4,1400,690000,9,60,7,83.07,2,1,115,0
"2507","10.02.2019","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",6,1400,920000,8,53,7,82.45,1,2,115,11
"2508","20.02.2019","Happy Valley","Gress","K Teetan","Australia","AS Cruz","Handicap",3,1200,920000,11,54,7,70.59,3,7,109,0
"2509","06.03.2019","Happy Valley","Gress","K Teetan","Australia","AS Cruz","Handicap",4,1650,920000,5,54,7,101.44,4,4,111,0
"2510","24.03.2019","Sha Tin","Gress","M F Poon","Australia","AS Cruz","Handicap",5,1400,920000,11,53,7,83.07,3,5,115,0
"2511","14.04.2019","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",4,1400,920000,5,54,7,83.33,2,9,102,0
"2512","02.06.2019","Sha Tin","Gress","H T Mo","Australia","AS Cruz","Handicap",7,1400,920000,5,53,7,82.63,1,3,107,20
"2513","26.06.2019","Happy Valley","Gress","A Domeyer","Australia","AS Cruz","Handicap",2,1650,920000,7,54,7,100.28,1,2,110,0
"2514","10.07.2019","Happy Valley","Gress","A Domeyer","Australia","AS Cruz","Handicap",5,1650,920000,7,54,7,101.08,3,5,114,0
"2515","08.09.2019","Sha Tin","Gress","Joao Moreira","Australia","AS Cruz","Handicap",6,1400,967000,6,55,7,82.19,1,7,106,0
"2516","16.10.2019","Happy Valley","Gress","C Y Ho","Australia","AS Cruz","Handicap",3,1650,967000,12,54,7,100.93,4,8,114,21
"2517","06.11.2019","Happy Valley","Gress","A Badel","Australia","AS Cruz","Handicap",4,1650,967000,5,53,7,101.03,4,6,114,11
"2518","11.12.2019","Happy Valley","Gress","L Hewitson","Australia","AS Cruz","Handicap",3,1200,967000,11,53,7,70.32,2,6,106,30
"2519","26.12.2019","Happy Valley","Gress","K H Chan","Australia","AS Cruz","Handicap",1,1200,725000,9,55,7,70.91,4,8,108,14
"2520","11.01.2020","Sha Tin","Gress","Tony Piccone","Australia","AS Cruz","Handicap",2,1600,725000,10,59,8,95.86,0,1,112,10
"2521","08.02.2020","Sha Tin","Gress","H T Mo","Australia","AS Cruz","Handicap",4,1400,967000,5,52,8,84.08,3,14,93,16
"2522","26.02.2020","Happy Valley","Gress","M Chadwick","Australia","AS Cruz","Handicap",3,1650,967000,12,54,8,100.69,3,11,109,33
"2523","11.03.2020","Happy Valley","Gress","M Chadwick","Australia","AS Cruz","Handicap",6,1650,967000,6,53,8,100.65,0,5,107,29
"2524","29.04.2020","Happy Valley","Gress","C Y Ho","Australia","AS Cruz","Handicap",3,1650,967000,10,53,8,100.8,4,5,111,17
"2525","20.05.2020","Happy Valley","Gress","H N Wong","Australia","AS Cruz","Handicap",1,1200,967000,1,51,8,70.74,0,10,95,11
"2526","14.06.2020","Sha Tin","Gress","K Teetan","Australia","AS Cruz","Handicap",2,1400,725000,10,60,8,84.5,1,13,84,0
"2527","13.09.2017","Happy Valley","Gress","Brett Prebble","Australia","P F Yiu","Handicap",7,1200,1310000,1,57,6,70.63,0,9,117,0
"2528","29.10.2017","Happy Valley","Gress","W M Lai","Australia","P F Yiu","Handicap",7,1000,1310000,9,55,6,57.16,0,4,124,26
"2529","22.11.2017","Happy Valley","Gress","W M Lai","Australia","P F Yiu","Handicap",6,1200,1310000,1,57,6,71.68,1,9,101,0
"2530","13.12.2017","Happy Valley","Gress","W M Lai","Australia","P F Yiu","Handicap",8,1200,1310000,12,55,6,70.09,4,3,124,50
"2531","17.01.2018","Happy Valley","Gress","W M Lai","Australia","P F Yiu","Handicap",6,1200,1310000,8,55,7,70.34,3,5,122,29
"2532","14.02.2018","Happy Valley","Gress","M Chadwick","Australia","P F Yiu","Handicap",6,1000,1310000,6,52,7,57.61,1,10,114,15
"2533","03.03.2018","Sha Tin","Gress","K C Ng","Australia","P F Yiu","Handicap",9,1000,1310000,6,50,7,56.74,0,4,117,87
"2534","21.03.2018","Happy Valley","Gress","W M Lai","Australia","P F Yiu","Handicap",5,1200,1310000,11,52,7,71.11,2,12,107,41
"2535","09.09.2018","Sha Tin","Dirt","C Schofield","Australia","P F Yiu","Handicap",6,1200,920000,5,58,7,71.02,3,6,109,0
"2536","04.11.2018","Sha Tin","Gress","M L Yeung","Australia","K H Ting","Handicap",2,1000,920000,1,58,7,56.95,0,1,123,0
"2537","20.01.2019","Sha Tin","Gress","M L Yeung","Australia","K H Ting","Handicap",8,1000,1380000,4,51,8,57.21,0,6,110,6
"2538","20.02.2019","Happy Valley","Gress","M L Yeung","Australia","K H Ting","Handicap",7,1000,1380000,4,52,8,57.48,0,9,109,10
"2539","03.09.2017","Sha Tin","Gress","C Schofield","Australia","KW Lui","Handicap",6,1400,880000,3,57,6,82.86,1,4,113,0
"2540","16.09.2017","Sha Tin","Gress","Joao Moreira","Australia","KW Lui","Handicap",6,1400,880000,1,55,6,81.96,0,1,116,0
"2541","14.10.2017","Sha Tin","Gress","M F Poon","Australia","KW Lui","Handicap",5,1400,880000,14,56,6,82.69,3,6,118,8
"2542","19.11.2017","Sha Tin","Gress","N Rawiller","Australia","KW Lui","Handicap",3,1400,880000,13,60,6,83.14,0,8,110,18
"2543","11.03.2018","Sha Tin","Dirt","H T Mo","Australia","KW Lui","Handicap",5,1650,880000,4,56,7,99.93,3,11,106,45
"2544","13.09.2017","Happy Valley","Gress","Joao Moreira","Australia","J Size","Handicap",4,1000,1310000,4,60,5,57.84,1,6,130,0
"2545","05.10.2017","Happy Valley","Gress","Joao Moreira","Australia","J Size","Handicap",7,1000,1310000,8,60,5,57.53,0,6,124,15
"2546","18.10.2017","Happy Valley","Gress","Joao Moreira","Australia","J Size","Handicap",7,1200,1310000,6,59,5,70.6,2,10,125,14
"2547","24.09.2017","Sha Tin","Gress","Brett Prebble","Great Britain","D Hall","Handicap",4,1400,660000,10,56,5,84.45,0,14,89,99
"2548","18.10.2017","Happy Valley","Gress","K C Ng","Great Britain","D Hall","Handicap",4,1800,660000,2,53,5,111.8,0,11,89,99
"2549","01.11.2017","Sha Tin","Dirt","K C Leung","Great Britain","D Hall","Handicap",3,1650,660000,10,52,5,102.14,2,13,85,99
"2550","05.10.2017","Happy Valley","Gress","S Clipperton","Irland","J Size","Handicap",8,1800,1860000,4,54,4,109.03,3,2,135,0
"2551","22.10.2017","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",6,1800,1860000,2,55,4,106.87,1,3,135,0
"2552","19.11.2017","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",5,1800,1860000,1,59,4,107.67,1,1,137,0
"2553","06.12.2017","Happy Valley","Gress","Joao Moreira","Irland","J Size","Handicap",9,1800,1860000,10,59,4,109.32,3,2,138,0
"2554","23.12.2017","Sha Tin","Gress","S Clipperton","Irland","J Size","Handicap",9,2000,1860000,10,59,4,123.23,6,9,135,10
"2555","10.01.2018","Happy Valley","Gress","A Badel","Irland","J Size","Handicap",6,1800,3000000,11,56,5,110.32,4,3,140,0
"2556","31.01.2018","Happy Valley","Gress","H N Wong","Irland","J Size","Handicap",5,1650,1860000,2,58,5,99.18,0,1,137,0
"2557","04.02.2018","Sha Tin","Gress","Joao Moreira","Irland","J Size","Handicap",3,1800,3000000,6,55,5,108.74,0,1,141,0
"2558","25.02.2018","Sha Tin","Gress","K Teetan","Irland","J Size","Non-handicap",8,2000,10000000,2,57,5,121.1,3,7,140,11
"2559","28.03.2018","Happy Valley","Gress","Joao Moreira","Irland","J Size","Handicap",6,1800,2500000,4,59,5,107.94,3,3,144,0
"2560","08.04.2018","Sha Tin","Gress","Olivier Doleuze","Irland","J Size","Non-handicap",8,1600,4000000,6,56,5,93.2,2,6,145,82
"2561","29.04.2018","Sha Tin","Gress","K Teetan","Irland","J Size","Non-handicap",8,2000,24000000,4,57,5,121.52,3,6,143,73
"2562","01.10.2018","Sha Tin","Gress","H N Wong","Irland","J Size","Handicap",8,1400,3250000,13,53,5,82.22,5,14,133,99
"2563","21.10.2018","Sha Tin","Gress","H N Wong","Irland","J Size","Handicap",8,1600,4250000,3,51,5,94.12,0,12,130,99
"2564","04.11.2018","Sha Tin","Gress","H N Wong","Irland","J Size","Handicap",7,1800,3250000,4,51,5,108.27,3,8,130,83
"2565","25.11.2018","Sha Tin","Gress","S Clipperton","Irland","J Size","Handicap",7,1600,2625000,13,59,5,96.16,1,5,133,99
"2566","23.12.2018","Sha Tin","Gress","S Clipperton","Irland","J Size","Handicap",7,2000,1950000,6,60,5,123.1,4,6,139,12
"2567","09.01.2019","Happy Valley","Gress","M Chadwick","Irland","J Size","Handicap",6,1800,3250000,3,51,6,109.11,3,5,139,14
"2568","27.01.2019","Sha Tin","Gress","H N Wong","Irland","J Size","Handicap",7,1800,3250000,4,51,6,105.87,1,2,138,38
"2569","17.02.2019","Sha Tin","Gress","Joao Moreira","Irland","J Size","Non-handicap",7,2000,10000000,2,57,6,121.6,1,3,142,32
"2570","10.03.2019","Sha Tin","Gress","G van Niekerk","Irland","J Size","Handicap",8,1600,2625000,6,58,6,94.79,1,3,139,48
"2571","07.04.2019","Sha Tin","Gress","C Schofield","Irland","J Size","Non-handicap",7,1600,4250000,6,56,6,94.15,1,8,138,78
"2572","28.04.2019","Sha Tin","Gress","C Y Ho","Irland","J Size","Non-handicap",8,2000,24000000,11,57,6,119.95,0,8,138,125
"2573","02.06.2019","Sha Tin","Gress","R Bayliss","Irland","J Size","Handicap",9,1600,3250000,2,59,6,95.84,0,8,133,49
"2574","23.06.2019","Sha Tin","Gress","A Sanna","Irland","J Size","Handicap",8,1800,3250000,5,57,6,108,2,10,132,15
"2575","14.07.2019","Sha Tin","Gress","U Rispoli","Irland","J Size","Handicap",8,1600,2625000,5,59,6,93.69,2,6,137,73
"2576","13.09.2017","Happy Valley","Gress","N Rawiller","Australia","YS Tsui","Handicap",6,1650,1310000,8,59,6,100.53,2,2,128,0
"2577","08.10.2017","Sha Tin","Dirt","Joao Moreira","Australia","YS Tsui","Handicap",9,1650,1310000,5,60,6,99.27,2,1,132,0
"2578","01.11.2017","Sha Tin","Dirt","Joao Moreira","Australia","YS Tsui","Handicap",8,1650,1860000,3,54,6,98.71,5,2,134,0
"2579","15.11.2017","Happy Valley","Gress","U Rispoli","Australia","YS Tsui","Handicap",8,1650,1860000,9,56,6,99.8,5,3,135,0
"2580","13.01.2018","Sha Tin","Dirt","U Rispoli","Australia","YS Tsui","Handicap",7,1650,1860000,12,56,7,98.17,3,6,128,7
"2581","02.05.2018","Sha Tin","Dirt","Joao Moreira","Australia","YS Tsui","Handicap",4,1650,1860000,6,52,7,97.02,4,1,134,0
"2582","08.10.2017","Sha Tin","Gress","C Y Ho","New Zealand","C Fownes","Handicap",3,1200,880000,11,56,5,69.83,1,6,109,28
"2583","05.11.2017","Sha Tin","Gress","Brett Prebble","New Zealand","C Fownes","Handicap",6,1400,880000,4,57,5,82.71,1,9,110,7
"2584","22.11.2017","Happy Valley","Gress","N Rawiller","New Zealand","C Fownes","Handicap",4,1200,880000,5,56,5,70.78,2,4,114,0
"2585","20.12.2017","Happy Valley","Gress","C Schofield","New Zealand","C Fownes","Handicap",2,1200,880000,9,55,5,70.53,2,7,107,0
"2586","18.03.2018","Sha Tin","Gress","Joao Moreira","New Zealand","C Fownes","Handicap",2,1400,880000,2,54,6,83.22,0,6,114,13
"2587","11.04.2018","Happy Valley","Gress","C Schofield","New Zealand","C Fownes","Handicap",4,1650,880000,3,54,6,102.05,4,4,111,0
"2588","06.05.2018","Sha Tin","Gress","K Teetan","New Zealand","C Fownes","Handicap",7,1400,880000,4,54,6,84.25,3,12,100,13
"2589","12.12.2018","Happy Valley","Gress","Douglas Whyte","New Zealand","K H Ting","Handicap",1,1650,690000,2,59,6,100.74,0,3,108,0
"2590","09.01.2019","Happy Valley","Gress","Douglas Whyte","New Zealand","K H Ting","Handicap",1,1650,690000,7,59,7,101.15,5,5,111,0
"2591","20.02.2019","Happy Valley","Gress","U Rispoli","New Zealand","K H Ting","Handicap",2,1800,690000,11,58,7,111.15,0,7,105,19
"2592","14.04.2019","Sha Tin","Gress","C Wong","New Zealand","K H Ting","Handicap",5,1800,690000,10,54,7,111.06,3,11,97,19
"2593","05.05.2019","Sha Tin","Gress","K C Leung","New Zealand","K H Ting","Handicap",2,1600,690000,3,56,7,95.76,0,1,107,14
"2594","16.06.2019","Sha Tin","Gress","K C Leung","New Zealand","K H Ting","Handicap",2,1600,690000,11,58,7,96.85,2,12,89,15
"2595","15.09.2019","Sha Tin","Gress","K C Leung","New Zealand","K H Ting","Handicap",3,1600,725000,6,59,7,95.14,2,5,109,23
"2596","23.10.2019","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",1,1650,725000,3,58,7,100.34,5,9,111,0
"2597","06.11.2019","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",2,1650,725000,3,58,7,100.35,5,2,115,0
"2598","04.12.2019","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",2,1650,725000,2,59,7,100.22,4,1,117,10
"2599","22.01.2020","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",6,1650,967000,5,52,8,101.15,3,5,108,12
"2600","11.03.2020","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",3,1650,967000,4,53,8,101.64,3,3,106,13
"2601","29.04.2020","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",3,1650,967000,2,53,8,100.89,5,7,111,12
"2602","10.06.2020","Happy Valley","Gress","K C Leung","New Zealand","K H Ting","Handicap",3,1650,725000,9,60,8,101.3,5,7,115,22
"2603","06.09.2017","Happy Valley","Gress","Z Purton","Great Britain","CS Shum","Handicap",6,1200,1310000,5,57,4,70.61,1,3,120,0
"2604","13.09.2017","Happy Valley","Gress","Z Purton","Great Britain","CS Shum","Handicap",7,1200,1310000,3,57,4,70.53,0,7,118,0
"2605","11.10.2017","Happy Valley","Gress","Z Purton","Great Britain","CS Shum","Handicap",8,1200,1310000,11,56,4,70.59,3,6,126,12
"2606","08.11.2017","Happy Valley","Gress","A Badel","Great Britain","CS Shum","Handicap",7,1200,1310000,4,56,4,70.91,3,9,121,0
"2607","03.12.2017","Sha Tin","Dirt","Z Purton","Great Britain","CS Shum","Handicap",6,1650,1310000,2,55,4,99.35,0,3,121,0
"2608","23.12.2017","Sha Tin","Dirt","Z Purton","Great Britain","CS Shum","Handicap",8,1650,1310000,7,56,4,98.25,1,4,121,10
"2609","08.04.2018","Sha Tin","Gress","Z Purton","Great Britain","CS Shum","Handicap",10,1400,1310000,10,54,5,83.43,4,13,118,11
"2610","21.04.2018","Sha Tin","Gress","M Chadwick","Great Britain","CS Shum","Handicap",8,1400,1310000,13,53,5,82.11,0,3,119,37
"2611","12.05.2018","Sha Tin","Gress","M Chadwick","Great Britain","CS Shum","Handicap",10,1400,1310000,6,53,5,82.74,0,6,112,17
"2612","26.09.2018","Happy Valley","Gress","H T Mo","Great Britain","CS Shum","Handicap",3,1200,920000,2,56,5,70.66,2,8,111,10
"2613","13.10.2018","Sha Tin","Dirt","K C Leung","Great Britain","CS Shum","Handicap",4,1200,920000,1,57,5,69.44,3,7,119,16
"2614","28.10.2018","Happy Valley","Gress","G van Niekerk","Great Britain","CS Shum","Handicap",5,1200,920000,9,56,5,71.17,5,2,124,16
"2615","07.11.2018","Happy Valley","Gress","G van Niekerk","Great Britain","CS Shum","Handicap",2,1200,920000,6,57,5,71.06,4,8,117,0
"2616","21.11.2018","Happy Valley","Gress","A Badel","Great Britain","CS Shum","Handicap",3,1200,920000,5,57,5,70.3,2,5,119,0
"2617","05.12.2018","Happy Valley","Gress","N Callan","Great Britain","CS Shum","Handicap",3,1200,920000,1,56,5,70.63,0,3,113,0
"2618","26.12.2018","Happy Valley","Gress","C Wong","Great Britain","CS Shum","Handicap",5,1200,920000,6,53,5,70.33,2,5,117,19
"2619","16.01.2019","Happy Valley","Gress","N Callan","Great Britain","CS Shum","Handicap",5,1200,920000,8,55,6,70.4,2,2,115,0
"2620","13.02.2019","Happy Valley","Gress","N Callan","Great Britain","CS Shum","Handicap",3,1200,920000,6,56,6,70.26,2,3,122,0
"2621","06.03.2019","Happy Valley","Gress","N Callan","Great Britain","CS Shum","Handicap",2,1200,920000,1,56,6,70.06,0,2,118,0
"2622","26.06.2019","Happy Valley","Gress","G van Niekerk","Great Britain","CS Shum","Handicap",4,1200,920000,10,57,6,70.69,3,9,115,11
"2623","10.07.2019","Happy Valley","Gress","N Callan","Great Britain","CS Shum","Handicap",3,1200,920000,11,56,6,70.72,2,8,111,16
