"","data.Date","Track","Surface","Jockey","Country","TrainerName","RaceType","Race.Number","Distance","Prize.money","Starting.position","Jockey.weight","Horse.age","Race.time","Path","Final.place","FGrating","Odds"
"14150","09.12.2018","Sha Tin","Gress","Silvestre De Sousa","Great Britain","DE Ferraris","Handicap",3,1800,1380000,12,56,4,108.75,1,11,116,0
"14151","01.01.2019","Sha Tin","Gress","K Teetan","Great Britain","DE Ferraris","Handicap",10,1600,1380000,7,55,5,94.92,3,6,122,14
"14152","07.02.2019","Sha Tin","Gress","U Rispoli","Great Britain","DE Ferraris","Handicap",11,1600,1380000,8,56,5,95.29,2,9,123,50
"14153","20.03.2019","Happy Valley","Gress","C Schofield","Great Britain","DE Ferraris","Handicap",8,1650,1380000,10,54,5,99.73,5,2,127,13
"14154","17.04.2019","Happy Valley","Gress","C Schofield","Great Britain","DE Ferraris","Handicap",8,1650,1380000,6,55,5,100.81,4,8,121,0
"14155","01.05.2019","Happy Valley","Gress","Martin Harley","Great Britain","DE Ferraris","Handicap",8,1650,1380000,6,55,5,100.78,4,10,123,22
"14156","18.05.2019","Sha Tin","Gress","K Teetan","Great Britain","DE Ferraris","Handicap",9,1600,1380000,5,55,5,94.88,0,6,115,17
"14157","08.06.2019","Sha Tin","Gress","A Domeyer","Great Britain","DE Ferraris","Handicap",9,1400,1380000,5,54,5,81.88,0,4,117,19
"14158","23.06.2019","Sha Tin","Gress","A Sanna","Great Britain","DE Ferraris","Handicap",9,1600,1380000,11,54,5,94.64,4,10,122,36
"14159","11.09.2019","Happy Valley","Gress","M Chadwick","Great Britain","DE Ferraris","Handicap",7,1650,1450000,3,52,5,101.13,1,9,111,20
"14160","01.10.2019","Sha Tin","Gress","H N Wong","Great Britain","DE Ferraris","Handicap",5,1400,967000,9,59,5,82.28,0,6,113,26
"14161","23.10.2019","Happy Valley","Gress","K Teetan","Great Britain","DE Ferraris","Handicap",3,1650,967000,2,60,5,101.21,2,5,114,0
"14162","23.11.2019","Sha Tin","Gress","Z Purton","Great Britain","DE Ferraris","Handicap",4,1600,967000,5,60,5,94.94,3,3,119,0
"14163","15.12.2019","Sha Tin","Gress","Z Purton","Great Britain","DE Ferraris","Handicap",6,1600,967000,3,59,5,94.74,2,5,120,5
"14164","05.01.2020","Sha Tin","Gress","K Teetan","Great Britain","DE Ferraris","Handicap",6,1800,967000,7,59,6,108.76,4,7,120,19
"14165","16.02.2020","Sha Tin","Gress","Tony Piccone","Great Britain","DE Ferraris","Handicap",3,1600,967000,14,57,6,96.68,4,10,115,28
"14166","11.03.2020","Happy Valley","Gress","Z Purton","Great Britain","DE Ferraris","Handicap",3,1650,967000,1,57,6,101.92,0,8,104,0
"14167","25.03.2020","Happy Valley","Gress","C Schofield","Great Britain","DE Ferraris","Handicap",2,1650,967000,4,56,6,101.03,3,6,111,14
"14168","14.10.2017","Sha Tin","Gress","K C Ng","Irland","AS Cruz","Handicap",6,1600,1860000,3,50,3,96.77,0,12,97,92
"14169","01.11.2017","Sha Tin","Dirt","K C Ng","Irland","AS Cruz","Handicap",8,1650,1860000,12,50,3,102.41,7,14,96,99
"14170","14.10.2017","Sha Tin","Dirt","Z Purton","Irland","CS Shum","Handicap",7,1200,1310000,11,60,3,69.87,0,1,130,0
"14171","08.11.2017","Happy Valley","Gress","A Badel","Irland","CS Shum","Handicap",8,1200,1860000,6,52,3,69.9,3,5,132,0
"14172","14.10.2017","Sha Tin","Gress","N Callan","Irland","DE Ferraris","Handicap",8,1000,1310000,3,56,3,58.06,0,11,113,99
"14173","15.11.2017","Happy Valley","Gress","C Schofield","Irland","DE Ferraris","Handicap",6,1000,1310000,7,56,3,58.2,1,11,110,99
"14174","10.12.2017","Sha Tin","Gress","K C Leung","Irland","DE Ferraris","Handicap",9,1400,1310000,9,54,3,83.23,1,13,109,99
"14175","21.01.2018","Sha Tin","Gress","U Rispoli","Irland","DE Ferraris","Handicap",3,1400,1310000,9,54,4,83.25,1,11,112,99
"14176","04.02.2018","Sha Tin","Gress","K C Ng","Irland","DE Ferraris","Handicap",10,1400,1310000,8,50,4,82.69,2,10,114,99
"14177","03.03.2018","Sha Tin","Gress","A Sanna","Irland","DE Ferraris","Handicap",5,1600,880000,3,60,4,97.07,0,11,105,82
"14178","21.03.2018","Happy Valley","Gress","U Rispoli","Irland","DE Ferraris","Handicap",6,1650,880000,11,59,4,101.08,1,6,112,43
"14179","08.04.2018","Sha Tin","Gress","A Sanna","Irland","DE Ferraris","Handicap",3,1800,880000,12,58,4,108.22,0,9,115,99
"14180","25.04.2018","Happy Valley","Gress","A Sanna","Irland","DE Ferraris","Handicap",7,1650,880000,4,57,4,102.17,2,6,111,27
"14181","09.05.2018","Happy Valley","Gress","U Rispoli","Irland","DE Ferraris","Handicap",3,1800,880000,6,57,4,110.04,3,4,117,12
"14182","12.09.2018","Happy Valley","Gress","Douglas Whyte","Irland","DE Ferraris","Handicap",5,1650,920000,10,54,4,101.46,2,8,111,0
"14183","10.10.2018","Happy Valley","Gress","K Teetan","Irland","DE Ferraris","Handicap",3,1650,920000,1,56,4,101.57,0,1,112,0
"14184","18.10.2017","Happy Valley","Gress","Tommy Berry","Australia","CS Shum","Handicap",2,1200,880000,8,57,4,70.36,1,5,109,18
"14185","11.11.2017","Sha Tin","Gress","A Badel","Australia","CS Shum","Handicap",5,1200,880000,10,58,4,70.6,4,8,116,35
"14186","13.12.2017","Happy Valley","Gress","K C Leung","Australia","CS Shum","Handicap",2,1200,880000,6,55,4,70.45,2,2,110,0
"14187","27.12.2017","Happy Valley","Gress","Z Purton","Australia","CS Shum","Handicap",5,1200,880000,8,56,4,70.75,1,4,114,0
"14188","10.01.2018","Happy Valley","Gress","Z Purton","Australia","CS Shum","Handicap",3,1200,880000,11,56,5,71.44,2,5,114,0
"14189","07.02.2018","Happy Valley","Gress","Tommy Berry","Australia","CS Shum","Handicap",6,1650,880000,3,56,5,101.45,4,6,114,0
"14190","07.03.2018","Happy Valley","Gress","Joao Moreira","Australia","CS Shum","Handicap",4,1200,880000,7,55,5,70.52,2,4,114,3
"14191","21.03.2018","Happy Valley","Gress","M L Yeung","Australia","CS Shum","Handicap",4,1200,880000,12,54,5,70.57,2,2,114,0
"14192","18.04.2018","Happy Valley","Gress","M L Yeung","Australia","CS Shum","Handicap",4,1200,880000,4,54,5,70.4,2,1,117,0
"14193","12.09.2018","Happy Valley","Gress","M L Yeung","Australia","CS Shum","Handicap",2,1200,920000,7,57,5,71.88,1,9,105,0
"14194","03.10.2018","Happy Valley","Gress","M L Yeung","Australia","CS Shum","Handicap",5,1200,920000,7,57,5,71.27,1,6,110,13
"14195","13.10.2018","Sha Tin","Gress","K C Leung","Australia","CS Shum","Handicap",5,1400,920000,13,57,5,82.73,2,11,113,33
"14196","28.10.2018","Happy Valley","Gress","H T Mo","Australia","CS Shum","Handicap",4,1650,920000,11,54,5,101.43,5,5,118,32
"14197","21.11.2018","Happy Valley","Gress","M L Yeung","Australia","CS Shum","Handicap",6,1650,920000,10,56,5,101.54,4,4,119,21
"14198","05.12.2018","Happy Valley","Gress","Mickael Barzalona","Australia","CS Shum","Handicap",5,1650,1104000,10,56,5,101.03,5,5,117,0
"14199","16.01.2019","Happy Valley","Gress","K Teetan","Australia","CS Shum","Handicap",3,1650,920000,8,55,6,100.29,3,1,119,0
"14200","27.02.2019","Happy Valley","Gress","Silvestre De Sousa","Australia","CS Shum","Handicap",5,1650,920000,5,57,6,100.14,3,1,121,0
"14201","13.03.2019","Happy Valley","Gress","Silvestre De Sousa","Australia","CS Shum","Handicap",5,1650,920000,4,60,6,101.26,5,4,118,0
"14202","22.04.2019","Sha Tin","Dirt","Z Purton","Australia","CS Shum","Handicap",1,1650,920000,8,60,6,98.06,2,2,123,0
"14203","12.06.2019","Sha Tin","Dirt","C Y Ho","Australia","CS Shum","Handicap",8,1650,1380000,1,53,6,99.3,0,3,114,5
"14204","06.10.2019","Sha Tin","Dirt","Joao Moreira","Australia","CS Shum","Handicap",7,1650,1450000,3,54,6,101.92,1,12,91,0
"14205","27.10.2019","Sha Tin","Dirt","G van Niekerk","Australia","CS Shum","Handicap",8,1650,1450000,10,54,6,99.52,5,5,121,10
"14206","04.12.2019","Happy Valley","Gress","Silvestre De Sousa","Australia","CS Shum","Handicap",7,1650,1740000,4,53,6,99.72,3,5,118,11
"14207","29.12.2019","Sha Tin","Dirt","Z Purton","Australia","CS Shum","Handicap",4,1650,967000,5,60,6,99.45,5,1,127,0
"14208","02.02.2020","Sha Tin","Dirt","G van Niekerk","Australia","CS Shum","Handicap",7,1650,1450000,7,55,7,99.46,3,1,123,11
"14209","14.03.2020","Sha Tin","Dirt","G van Niekerk","Australia","CS Shum","Handicap",7,1650,1450000,6,54,7,98.55,3,4,123,11
"14210","19.04.2020","Sha Tin","Dirt","A Hamelin","Australia","CS Shum","Handicap",4,1650,1450000,2,56,7,98.64,1,4,117,8
"14211","09.05.2020","Sha Tin","Dirt","Z Purton","Australia","CS Shum","Handicap",2,1650,1450000,8,56,7,98.76,3,2,123,0
"14212","22.10.2017","Sha Tin","Gress","N Callan","Australia","DE Ferraris","Handicap",1,1000,880000,4,58,4,59.28,0,14,92,36
"14213","08.11.2017","Happy Valley","Gress","N Callan","Australia","DE Ferraris","Handicap",3,1200,880000,3,57,4,72.21,0,12,92,99
"14214","26.11.2017","Sha Tin","Gress","H T Mo","Australia","DE Ferraris","Handicap",1,1000,880000,10,52,4,59.12,0,14,83,99
"14215","07.01.2018","Sha Tin","Gress","C Y Ho","Australia","DE Ferraris","Handicap",5,1400,880000,7,52,5,86.43,4,14,80,99
"14216","02.04.2018","Sha Tin","Gress","N Rawiller","Australia","DE Ferraris","Handicap",1,1200,660000,11,60,5,70.78,0,12,100,84
"14217","02.09.2018","Sha Tin","Gress","G van Niekerk","Australia","DE Ferraris","Handicap",4,1200,690000,10,52,5,70.96,3,12,97,99
"14218","09.09.2018","Sha Tin","Gress","M Chadwick","Australia","DE Ferraris","Handicap",1,1000,690000,2,51,5,59.33,0,11,82,53
"14219","22.10.2017","Sha Tin","Gress","M L Yeung","Australia","YS Tsui","Handicap",9,1200,1310000,2,56,5,70.58,0,14,104,99
"14220","26.11.2017","Sha Tin","Dirt","M L Yeung","Australia","YS Tsui","Handicap",3,1200,1310000,9,56,5,69.77,2,9,117,80
"14221","27.12.2017","Happy Valley","Gress","M L Yeung","Australia","YS Tsui","Handicap",6,1000,1310000,12,55,5,58.29,2,9,108,75
"14222","17.01.2018","Happy Valley","Gress","C Y Ho","Australia","YS Tsui","Handicap",6,1200,1310000,7,54,6,72.2,1,11,88,99
"14223","04.02.2018","Sha Tin","Gress","H N Wong","Australia","YS Tsui","Handicap",9,1200,1310000,6,53,6,73.02,3,11,81,99
"14224","07.03.2018","Happy Valley","Gress","C Y Ho","Australia","YS Tsui","Handicap",7,1200,1310000,1,51,6,70.1,0,7,112,37
"14225","25.03.2018","Sha Tin","Gress","H N Wong","Australia","YS Tsui","Handicap",2,1000,880000,6,58,6,57.44,0,4,109,43
"14226","18.04.2018","Happy Valley","Gress","M Chadwick","Australia","YS Tsui","Handicap",5,1000,880000,8,60,6,57.71,1,3,121,13
"14227","02.05.2018","Sha Tin","Dirt","H N Wong","Australia","YS Tsui","Handicap",5,1200,880000,5,58,6,69.41,0,2,112,10
"14228","22.09.2018","Sha Tin","Dirt","N Callan","Australia","YS Tsui","Handicap",1,1200,920000,3,60,6,69.7,1,3,116,0
"14229","10.10.2018","Happy Valley","Gress","K C Leung","Australia","YS Tsui","Handicap",4,1000,920000,7,60,6,59.26,3,12,101,22
"14230","31.10.2018","Sha Tin","Dirt","N Callan","Australia","YS Tsui","Handicap",5,1200,920000,6,60,6,69.45,0,3,121,0
"14231","02.12.2018","Sha Tin","Dirt","C Wong","Australia","YS Tsui","Handicap",7,1200,920000,4,57,6,68.92,0,2,118,0
"14232","19.12.2018","Sha Tin","Dirt","M F Poon","Australia","YS Tsui","Handicap",8,1200,1380000,8,52,6,69.66,1,8,104,12
"14233","29.12.2018","Sha Tin","Gress","M Chadwick","Australia","YS Tsui","Handicap",5,1000,1380000,10,53,6,58.06,0,6,110,10
"14234","27.01.2019","Sha Tin","Dirt","Silvestre De Sousa","Australia","YS Tsui","Handicap",5,1200,920000,10,60,7,73.4,1,11,68,0
"14235","12.06.2019","Sha Tin","Dirt","K C Leung","Australia","YS Tsui","Handicap",4,1200,920000,10,60,7,72.11,3,12,93,41
"14236","03.07.2019","Happy Valley","Gress","V Borges","Australia","YS Tsui","Handicap",4,1200,920000,2,59,7,71.76,0,12,92,35
"14237","25.10.2017","Happy Valley","Gress","N Callan","Australia","P F Yiu","Handicap",4,1000,880000,3,57,4,57.09,0,1,120,0
"14238","27.12.2017","Happy Valley","Gress","N Callan","Australia","P F Yiu","Handicap",4,1000,880000,10,59,4,58.21,3,7,119,0
"14239","04.02.2018","Sha Tin","Gress","N Callan","Australia","P F Yiu","Handicap",2,1200,880000,9,59,5,70.46,3,3,121,0
"14240","18.02.2018","Sha Tin","Gress","N Callan","Australia","P F Yiu","Handicap",5,1200,880000,2,59,5,70.78,1,1,118,11
"14241","02.04.2018","Sha Tin","Gress","M L Yeung","Australia","P F Yiu","Handicap",3,1200,1310000,2,52,5,69.2,0,3,117,0
"14242","21.04.2018","Sha Tin","Gress","M L Yeung","Australia","P F Yiu","Handicap",8,1400,1310000,1,52,5,82.27,0,4,115,0
"14243","02.05.2018","Sha Tin","Dirt","W M Lai","Australia","P F Yiu","Handicap",8,1200,1310000,8,53,5,68.45,1,3,120,12
"14244","12.09.2018","Happy Valley","Gress","N Callan","Australia","P F Yiu","Handicap",7,1200,1380000,7,55,5,71.02,2,12,115,0
"14245","10.11.2018","Sha Tin","Dirt","K Teetan","Australia","P F Yiu","Handicap",9,1200,1380000,9,56,5,69.44,1,5,123,10
"14246","25.11.2018","Sha Tin","Gress","K C Leung","Australia","P F Yiu","Handicap",8,1200,1380000,10,57,5,72.24,1,8,118,18
"14247","02.12.2018","Sha Tin","Gress","K C Leung","Australia","P F Yiu","Handicap",6,1000,1380000,8,55,5,56.96,0,1,126,0
"14248","20.01.2019","Sha Tin","Gress","K C Leung","Australia","P F Yiu","Handicap",8,1000,1380000,13,59,6,56.98,0,2,124,0
"14249","10.02.2019","Sha Tin","Gress","K C Leung","Australia","P F Yiu","Handicap",8,1000,1380000,12,59,6,57.62,0,4,125,0
"14250","02.03.2019","Sha Tin","Dirt","M F Poon","Australia","P F Yiu","Handicap",6,1200,1380000,4,59,6,69.02,1,3,125,0
"14251","20.03.2019","Happy Valley","Gress","K C Leung","Australia","P F Yiu","Handicap",6,1000,1380000,7,59,6,56.81,2,1,130,0
"14252","10.04.2019","Happy Valley","Gress","K C Leung","Australia","P F Yiu","Handicap",7,1200,1380000,4,59,6,69.93,2,2,133,17
"14253","11.05.2019","Sha Tin","Gress","M Chadwick","Australia","P F Yiu","Handicap",9,1000,1950000,10,51,6,55.26,0,1,132,16
"14254","26.06.2019","Happy Valley","Gress","M Chadwick","Australia","P F Yiu","Handicap",7,1000,1950000,2,56,6,56.75,2,2,131,0
"14255","10.07.2019","Happy Valley","Gress","A Domeyer","Australia","P F Yiu","Handicap",9,1200,1950000,2,58,6,70.16,0,5,125,11
"14256","08.09.2019","Sha Tin","Dirt","K H Chan","Australia","P F Yiu","Handicap",8,1200,2100000,1,53,6,69.4,0,7,109,31
"14257","23.10.2019","Happy Valley","Gress","A Sanna","Australia","P F Yiu","Handicap",9,1200,2100000,2,58,6,69.25,0,1,132,51
"14258","20.11.2019","Happy Valley","Gress","A Sanna","Australia","P F Yiu","Handicap",7,1000,2100000,4,59,6,56.54,1,5,135,11
"14259","18.12.2019","Happy Valley","Gress","K C Leung","Australia","P F Yiu","Handicap",9,1200,2100000,3,60,6,69.58,3,10,131,15
"14260","26.02.2020","Happy Valley","Gress","Tony Piccone","Australia","P F Yiu","Handicap",7,1200,2800000,6,56,7,69.94,3,9,125,46
"14261","29.03.2020","Sha Tin","Gress","H W Lai","Australia","P F Yiu","Handicap",10,1200,2100000,4,59,7,72.21,1,14,101,202
"14262","29.10.2017","Happy Valley","Gress","Tommy Berry","Australia","M J Freedman","Handicap",7,1000,1310000,10,56,4,57.92,3,12,121,0
"14263","13.01.2018","Sha Tin","Gress","C Schofield","Australia","M J Freedman","Handicap",3,1000,1310000,1,57,5,57.35,0,2,124,19
"14264","04.02.2018","Sha Tin","Gress","N Rawiller","Australia","M J Freedman","Handicap",9,1200,1310000,2,59,5,72.27,2,10,95,0
"14265","12.09.2018","Happy Valley","Gress","S Clipperton","Australia","M J Freedman","Handicap",6,1000,1380000,3,57,5,58.15,0,7,118,25
"14266","07.10.2018","Sha Tin","Gress","M F Poon","Australia","M J Freedman","Handicap",3,1000,1380000,4,55,5,56.73,0,1,126,14
"14267","04.11.2018","Sha Tin","Gress","C Schofield","Australia","M J Freedman","Handicap",6,1000,1380000,1,58,5,57.5,0,6,121,10
"14268","02.12.2018","Sha Tin","Gress","M F Poon","Australia","DE Ferraris","Handicap",6,1000,1380000,1,59,5,58.29,0,11,108,0
"14269","12.12.2018","Happy Valley","Gress","G van Niekerk","Australia","DE Ferraris","Handicap",7,1000,1380000,12,60,5,59.02,1,11,105,48
"14270","29.12.2018","Sha Tin","Gress","M F Poon","Australia","DE Ferraris","Handicap",5,1000,1380000,8,59,5,60.64,0,14,75,18
"14271","10.02.2019","Sha Tin","Gress","H N Wong","Australia","DE Ferraris","Handicap",8,1000,1380000,4,57,6,59.58,0,13,89,58
"14272","10.03.2019","Sha Tin","Gress","N Callan","Australia","DE Ferraris","Handicap",5,1000,1380000,11,58,6,59.72,0,10,83,17
"14273","09.11.2019","Sha Tin","Gress","M L Yeung","Australia","K H Ting","Handicap",5,1000,1450000,7,56,6,59,0,14,84,45
"14274","01.11.2017","Sha Tin","Dirt","Z Purton","New Zealand","CS Shum","Handicap",4,1200,880000,4,57,3,69.33,0,1,122,0
"14275","26.11.2017","Sha Tin","Gress","Z Purton","New Zealand","CS Shum","Handicap",2,1200,880000,3,60,3,69.34,0,2,122,0
"14276","17.12.2017","Sha Tin","Dirt","Joao Moreira","New Zealand","CS Shum","Handicap",9,1200,1310000,4,54,3,68.65,0,1,123,2
"14277","13.01.2018","Sha Tin","Dirt","Z Purton","New Zealand","CS Shum","Handicap",9,1200,1310000,3,57,4,68.36,1,1,127,0
"14278","28.02.2018","Sha Tin","Dirt","Z Purton","New Zealand","CS Shum","Handicap",8,1200,1310000,3,58,4,68.09,0,1,131,0
"14279","15.04.2018","Sha Tin","Dirt","Joao Moreira","New Zealand","CS Shum","Handicap",10,1200,1860000,8,54,4,68.45,0,1,127,0
"14280","13.10.2018","Sha Tin","Dirt","Z Purton","New Zealand","CS Shum","Handicap",9,1200,1950000,7,56,4,68.68,1,4,130,4
"14281","18.11.2018","Sha Tin","Gress","Z Purton","New Zealand","CS Shum","Handicap",9,1200,1950000,7,56,4,71.95,2,13,99,11
"14282","02.12.2018","Sha Tin","Dirt","N Callan","New Zealand","CS Shum","Handicap",9,1200,1950000,9,57,4,69.07,3,10,123,11
"14283","12.06.2019","Sha Tin","Dirt","A Domeyer","New Zealand","CS Shum","Handicap",7,1200,1950000,3,55,5,69.5,2,7,122,15
"14284","08.09.2019","Sha Tin","Dirt","G van Niekerk","New Zealand","CS Shum","Handicap",8,1200,2100000,4,55,5,70.26,3,11,106,21
"14285","05.11.2017","Sha Tin","Gress","Brett Prebble","Australia","M J Freedman","Handicap",1,1200,880000,5,55,3,70.46,2,8,103,68
"14286","26.11.2017","Sha Tin","Gress","Douglas Whyte","Australia","M J Freedman","Handicap",2,1200,880000,7,57,3,70.01,2,8,111,99
"14287","23.12.2017","Sha Tin","Gress","Douglas Whyte","Australia","M J Freedman","Handicap",5,1400,880000,13,56,3,84.63,4,13,106,99
"14288","21.01.2018","Sha Tin","Gress","Tommy Berry","Australia","M J Freedman","Handicap",5,1400,880000,8,54,4,83.33,1,7,112,99
"14289","28.02.2018","Sha Tin","Dirt","M F Poon","Australia","M J Freedman","Handicap",5,1650,880000,5,50,4,102.55,6,14,78,36
"14290","08.04.2018","Sha Tin","Gress","W M Lai","Australia","M J Freedman","Handicap",1,1000,880000,1,54,4,58.73,0,12,87,86
"14291","06.05.2018","Sha Tin","Gress","K C Leung","Australia","M J Freedman","Handicap",5,1200,880000,14,53,4,71.36,4,6,109,95
"14292","21.11.2018","Happy Valley","Gress","M L Yeung","Australia","L Ho","Handicap",2,1000,690000,9,57,4,58.06,3,6,108,42
"14293","02.12.2018","Sha Tin","Dirt","M L Yeung","Australia","L Ho","Handicap",4,1200,690000,7,56,4,69.52,0,3,103,46
"14294","19.12.2018","Sha Tin","Dirt","C Wong","Australia","L Ho","Handicap",2,1200,690000,8,53,4,70.26,2,4,101,14
"14295","06.01.2019","Sha Tin","Gress","K Teetan","Australia","L Ho","Handicap",2,1400,690000,14,56,5,83.72,1,10,99,29
"14296","16.01.2019","Happy Valley","Gress","H T Mo","Australia","L Ho","Handicap",2,1000,690000,6,54,5,58.24,2,5,100,0
"14297","10.02.2019","Sha Tin","Gress","M F Poon","Australia","L Ho","Handicap",1,1200,690000,8,53,5,70.34,1,2,104,0
"14298","10.04.2019","Happy Valley","Gress","M F Poon","Australia","L Ho","Handicap",1,1000,690000,4,54,5,57.46,0,1,106,0
"14299","24.04.2019","Happy Valley","Gress","C Wong","Australia","L Ho","Handicap",1,1200,690000,10,55,5,70.07,2,1,110,0
"14300","08.06.2019","Sha Tin","Gress","K H Chan","Australia","L Ho","Handicap",4,1400,690000,10,55,5,83.26,1,9,99,20
"14301","03.07.2019","Happy Valley","Gress","M F Poon","Australia","L Ho","Handicap",1,1000,690000,3,59,5,58.19,1,9,98,0
"14302","25.09.2019","Happy Valley","Gress","M F Poon","Australia","P O'Sullivan","Handicap",2,1200,725000,12,59,5,70.98,2,8,102,19
"14303","23.10.2019","Happy Valley","Gress","Z Purton","Australia","P O'Sullivan","Handicap",2,1000,725000,12,60,5,57.74,1,4,109,0
"14304","04.12.2019","Happy Valley","Gress","Silvestre De Sousa","Australia","P O'Sullivan","Handicap",1,1200,725000,9,59,5,70.4,1,6,106,8
"14305","15.01.2020","Happy Valley","Gress","N Callan","Australia","P O'Sullivan","Handicap",1,1000,725000,5,58,6,57.83,1,5,106,0
"14306","04.03.2020","Happy Valley","Gress","K H Chan","Australia","P O'Sullivan","Handicap",1,1000,725000,5,54,6,58.83,4,11,98,0
"14307","01.04.2020","Sha Tin","Dirt","Z Purton","Australia","P O'Sullivan","Handicap",1,1200,725000,5,58,6,70.43,0,5,102,0
"14308","22.04.2020","Happy Valley","Gress","H N Wong","Australia","P O'Sullivan","Handicap",1,1200,725000,1,55,6,70.39,0,1,107,0
"14309","13.05.2020","Happy Valley","Gress","M Chadwick","Australia","P O'Sullivan","Handicap",1,1200,725000,8,59,6,71.06,4,6,108,16
"14310","07.06.2020","Sha Tin","Gress","M F Poon","Australia","P O'Sullivan","Handicap",1,1200,725000,3,58,6,70.55,0,1,110,27
"14311","05.11.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",3,1000,1310000,3,59,4,57.4,0,7,124,12
"14312","22.11.2017","Happy Valley","Gress","Tommy Berry","Australia","J Moore","Handicap",6,1200,1310000,5,60,4,71.04,1,7,114,12
"14313","10.12.2017","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",2,1200,1310000,8,59,4,69.61,1,4,126,21
"14314","28.01.2018","Sha Tin","Gress","Tommy Berry","Australia","J Moore","Handicap",5,1200,1310000,7,59,5,70.58,2,6,124,0
"14315","14.02.2018","Happy Valley","Gress","Tommy Berry","Australia","J Moore","Handicap",6,1000,1310000,3,57,5,57.21,2,4,128,0
"14316","28.02.2018","Sha Tin","Dirt","M F Poon","Australia","J Moore","Handicap",8,1200,1310000,7,55,5,68.76,1,7,120,28
"14317","14.03.2018","Happy Valley","Gress","M F Poon","Australia","J Moore","Handicap",7,1000,1310000,7,56,5,57.51,0,5,119,0
"14318","28.03.2018","Happy Valley","Gress","Tommy Berry","Australia","J Moore","Handicap",7,1200,1310000,1,58,5,69.43,1,3,125,8
"14319","11.04.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",8,1200,1310000,11,58,5,70.15,2,4,127,11
"14320","25.04.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",8,1200,1310000,1,59,5,69.98,1,2,127,0
"14321","09.05.2018","Happy Valley","Gress","Joao Moreira","Australia","J Moore","Handicap",8,1200,1310000,6,58,5,71.1,4,7,124,0
"14322","26.09.2018","Happy Valley","Gress","Douglas Whyte","Australia","J Moore","Handicap",7,1200,1380000,8,56,5,69.91,2,3,127,0
"14323","18.10.2018","Happy Valley","Gress","Douglas Whyte","Australia","J Moore","Handicap",6,1000,1380000,11,57,5,57.29,1,1,127,0
"14324","28.10.2018","Happy Valley","Gress","Douglas Whyte","Australia","J Moore","Handicap",8,1000,1380000,11,60,5,57.86,1,2,132,0
"14325","18.11.2018","Sha Tin","Gress","M Chadwick","Australia","J Moore","Handicap",9,1200,1950000,9,53,5,69.48,1,3,128,17
"14326","23.12.2018","Sha Tin","Gress","M Chadwick","Australia","J Moore","Handicap",9,1000,1950000,1,53,5,57.33,0,2,130,8
"14327","09.01.2019","Happy Valley","Gress","Douglas Whyte","Australia","J Moore","Handicap",8,1200,1950000,1,55,6,69.84,1,4,130,0
"14328","10.02.2019","Sha Tin","Gress","Douglas Whyte","Australia","J Moore","Handicap",7,1200,1950000,9,55,6,69.83,2,3,128,0
"14329","06.03.2019","Happy Valley","Gress","M Chadwick","Australia","J Moore","Handicap",8,1200,1950000,5,54,6,70.44,1,8,122,10
"14330","07.04.2019","Sha Tin","Gress","K C Leung","Australia","J Moore","Handicap",8,1200,1950000,8,52,6,69.43,0,12,116,43
"14331","12.10.2019","Sha Tin","Gress","C Y Ho","Australia","D Whyte","Handicap",9,1000,2100000,8,53,6,55.86,0,12,115,36
"14332","23.10.2019","Happy Valley","Gress","M L Yeung","Australia","D Whyte","Handicap",9,1200,2100000,4,53,6,69.98,2,9,120,51
"14333","27.11.2019","Happy Valley","Gress","A Badel","Australia","D Whyte","Handicap",6,1000,1450000,6,60,6,58.32,3,9,118,18
"14334","05.11.2017","Sha Tin","Gress","U Rispoli","Australia","YS Tsui","Handicap",3,1000,1310000,11,57,4,58.1,0,12,110,99
"14335","03.12.2017","Sha Tin","Gress","U Rispoli","Australia","YS Tsui","Handicap",7,1000,1310000,1,57,4,57.11,0,6,115,99
"14336","13.01.2018","Sha Tin","Gress","U Rispoli","Australia","YS Tsui","Handicap",3,1000,1310000,10,57,5,58.12,0,9,111,20
"14337","28.01.2018","Sha Tin","Gress","N Rawiller","Australia","YS Tsui","Handicap",5,1200,1310000,14,56,5,70.52,3,5,123,61
"14338","25.02.2018","Sha Tin","Gress","N Rawiller","Australia","YS Tsui","Handicap",5,1200,1310000,9,57,5,70.42,0,5,118,12
"14339","25.03.2018","Sha Tin","Gress","H N Wong","Australia","YS Tsui","Handicap",8,1000,1310000,2,53,5,56.84,0,3,116,21
"14340","15.04.2018","Sha Tin","Gress","H N Wong","Australia","YS Tsui","Handicap",7,1000,1310000,12,54,5,57.48,0,7,116,0
"14341","25.04.2018","Happy Valley","Gress","M L Yeung","Australia","YS Tsui","Handicap",6,1000,1310000,5,52,5,57.48,3,5,122,0
"14342","16.05.2018","Happy Valley","Gress","Joao Moreira","Australia","YS Tsui","Handicap",3,1000,1310000,2,54,5,56.85,0,1,126,0
"14343","22.09.2018","Sha Tin","Gress","H N Wong","Australia","YS Tsui","Handicap",8,1000,1380000,5,56,5,56.9,0,5,118,13
